,English,English_human
3693,task adaptation,task adaptation
3694,task model,task model
3695,task-specific model,task-specific model
3696,taxonomy,taxonomy
3697,teacher forcing,teacher forcing
3698,teacher network,teacher network
3699,temperature parameter,temperature parameter
3700,temperature scaling,temperature scaling
3701,template,template
3702,template model,template model
3703,template-matching,template-matching
3704,temporal derivative,temporal derivative
3705,temporal difference,temporal difference
3706,temporal difference learning,temporal difference learning
3707,temporal drift,temporal drift
3708,temporal fusion,temporal fusion
3709,temporal locality,temporal locality
3710,temporal logic,temporal logic
3711,temporal reasoning,temporal reasoning
3712,temporal variable,temporal variable
3713,tensor,tensor
3714,tensor decomposition,tensor decomposition
3715,tensor factorization,tensor factorization
3716,tensor field,tensor field
3717,tensor product,tensor product
3718,term frequency,term frequency
3719,terminal node,terminal node
3720,terminal state,terminal state
3721,termination condition,termination condition
3722,termination criterion,termination criterion
3723,test accuracy,test accuracy
3724,test dataset,test dataset
3725,test datum,test datum
3726,test domain,test domain
3727,test error,test error
3728,test loss,test loss
3729,test set,test set
3730,test split,test split
3731,test time,test time
3732,testing set,testing set
3733,text categorization,text categorization
3734,text classification,Text Classification
3735,text corpus,text corpus
3736,text embedding,text embedding
3737,text encoder,text encoder
3738,text generation,text generation
3739,text generation model,text generation model
3740,text mining,text mining
3741,text segmentation,text segmentation
3742,text simplification,text simplification
3743,text summarization,Text Summarization
3744,text-davinci-002,text-davinci-002
3745,text-davinci-003,text-davinci-003
3746,text-to-image diffusion model,text-to-image diffusion model
3747,text-to-image generation,text-to-image generation
3748,text-to-image model,text-to-image model
3749,text-to-image synthesis,text-to-image synthesis
3750,text-to-text transfer transformer,Text-to-Text Transfer Transformer
3751,textual entailment,textual entailment
3752,tf-idf,tf-idf
3753,threat model,threat model
3754,threshold,threshold
3755,threshold function,threshold function
3756,threshold parameter,threshold parameter
3757,threshold policy,threshold policy
3758,time complexity,time complexity
3759,time series,time series
3760,time series analysis,time series analysis
3761,time series forecasting,time series forecasting
3762,time step,time step
3763,time-series datum,time-series datum
3764,time-series model,time-series model
3765,time/space complexity,time/space complexity
3766,token classification,token classification
3767,token embedding,token embedding
3768,token frequency,token frequency
3769,token length,token length
3770,token representation,token representation
3771,token sequence,token sequence
3772,token space,token space
3773,token vector,token vector
3774,token vocabulary,token vocabulary
3775,token-level,token-level
3776,token-level attention,token-level attention
3777,token-level feature,token-level feature
3778,tokenisation,tokenisation
3779,tokenization,tokenization
3780,tokenization scheme,tokenization scheme
3781,tokenizer,tokenizer
3782,top-1 accuracy,top-1 accuracy
3783,top-down segmentation,top-down segmentation
3784,top-k,top-k
3785,top-k sampling,top-k sampling
3786,top-p sampling,top-p sampling
3787,topic assignment,topic assignment
3788,topic classification,topic classification
3789,topic detection and tracking,Topic Detection and Tracking
3790,topic distribution,topic distribution
3791,topic model,topic model
3792,topic proportion,topic proportion
3793,topic weight,topic weight
3794,total variation,total variation
3795,total variation distance,total variation distance
3796,toxicity detection,toxicity detection
3797,trace norm,trace norm
3798,tracking algorithm,tracking algorithm
3799,train,train
3800,train / test / dev split,train / test / dev split
3801,train set,train set
3802,train-test split,train-test split
3803,train/test,train/test
3804,trainable parameter,trainable parameter
3805,trainable weight,trainable weight
3806,training accuracy,training accuracy
3807,training algorithm,training algorithm
3808,training batch,training batch
3809,training corpora,training corpora
3810,training corpus,training corpus
3811,training dataset,training dataset
3812,training datum,training datum
3813,training distribution,training distribution
3814,training dynamic,training dynamic
3815,training epoch,training epoch
3816,training error,training error
3817,training example,training example
3818,training loss,training loss
3819,training objective,training objective
3820,training phase,training phase
3821,training procedure,training procedure
3822,training process,training process
3823,training sample,training sample
3824,training set,training set
3825,training stability,training stability
3826,training step,training step
3827,training task,training task
3828,training time,training time
3829,training token,training token
3830,trajectory forecasting,trajectory forecasting
3831,trajectory optimization,trajectory optimization
3832,transaction database,transaction database
3833,transductive learning,transductive learning
3834,transfer function,transfer function
3835,transfer learning,transfer learning
3836,transformation function,transformation function
3837,transformation matrix,transformation matrix
3838,transformer architecture,Transformer architecture
3839,transformer block,Transformer block
3840,transformer decoder,Transformer decoder
3841,transformer encoder,Transformer encoder
3842,transformer language model,transformer language model
3843,transformer layer,transformer layer
3844,transformer model,transformer model
3845,transformer variant,transformer variant
3846,transformer-like,Transformer-like
3847,transition distribution,transition distribution
3848,transition dynamic,transition dynamic
3849,transition function,transition function
3850,transition graph,transition graph
3851,transition kernel,transition kernel
3852,transition matrix,transition matrix
3853,transition model,transition model
3854,transition probability,transition probability
3855,transition probability model,transition probability model
3856,transition system,transition system
3857,transitive closure,transitive closure
3858,transitive relation,transitive relation
3859,translation invariance,translation invariance
3860,translation model,translation model
3861,translation system,translation system
3862,translation vector,translation vector
3863,transliteration,transliteration
3864,transpose,transpose
3865,transposition table,transposition table
3866,tree data structure,tree data structure
3867,tree decomposition,tree decomposition
3868,tree depth,tree depth
3869,tree ensemble,tree ensemble
3870,tree search,tree search
3871,tree structure,tree structure
3872,tree width,tree width
3873,treebank annotation,treebank annotation
3874,tri-gram,tri-gram
3875,triangle inequality,triangle inequality
3876,trifocal tensor,trifocal tensor
3877,trigram language model,trigram language model
3878,trigram model,trigram model
3879,trilinear interpolation,trilinear interpolation
3880,trimap,trimap
3881,triple,triple
3882,triplet,triplet
3883,triplet loss,triplet loss
3884,true positive rate,true positive rate
3885,truth assignment,truth assignment
3886,tuple,tuple
3887,tuplex,tuplex
3888,turing reduction,Turing reduction
3889,turing test,Turing test
3890,two-class classification,two-class classification
3891,two-player zero-sum game,two-player zero-sum game
3892,type embedding,type embedding
3893,u-statistic,U-statistic
3894,unary atom,unary atom
3895,unary constraint,unary constraint
3896,unary feature,unary feature
3897,unary potential,unary potential
3898,unary predicate,unary predicate
3899,unary production,unary production
3900,unbiased estimate,unbiased estimate
3901,unbiased estimator,unbiased estimator
3902,uncertainty,uncertainty
3903,uncertainty measure,uncertainty measure
3904,uncertainty modeling,uncertainty modeling
3905,uncertainty sampling,uncertainty sampling
3906,undirected graph,undirected graph
3907,undirected graphical model,undirected graphical model
3908,uniform convergence,uniform convergence
3909,uniform distribution,uniform distribution
3910,uniform information density hypothesis,uniform information density hypothesis
3911,uniform sampling,uniform sampling
3912,unigram distribution,unigram distribution
3913,unigram language model,unigram language model
3914,unigram model,unigram model
3915,union of conjunctive query,union of conjunctive query
3916,unit propagation,unit propagation
3917,unit sphere,unit sphere
3918,universal approximation,universal approximation
3919,universal approximator,universal approximator
3920,universal model,universal model
3921,unlabeled datum,unlabeled datum
3922,unlexicalized grammar,unlexicalized grammar
3923,unnormalized probability,unnormalized probability
3924,unsolvability,unsolvability
3925,unsupervised algorithm,unsupervised algorithm
3926,unsupervised approach,unsupervised approach
3927,unsupervised classification,unsupervised classification
3928,unsupervised clustering,unsupervised clustering
3929,unsupervised datum,unsupervised datum
3930,unsupervised discovery,unsupervised discovery
3931,unsupervised disentanglement,unsupervised disentanglement
3932,unsupervised domain adaptation,unsupervised domain adaptation
3933,unsupervised feature learning,unsupervised feature learning
3934,unsupervised image segmentation,unsupervised image segmentation
3935,unsupervised learning,unsupervised learning
3936,unsupervised method,unsupervised method
3937,unsupervised model,unsupervised model
3938,unsupervised morphological segmentation,unsupervised morphological segmentation
3939,unsupervised parsing,unsupervised parsing
3940,unsupervised pre-training,unsupervised pre-training
3941,unsupervised representation,unsupervised representation
3942,unsupervised representation learning,unsupervised representation learning
3943,unsupervised segmentation,unsupervised segmentation
3944,unsupervised system,unsupervised system
3945,unsupervised word clustering,unsupervised word clustering
3946,unweighted graph,unweighted graph
3947,update function,update function
3948,update rule,update rule
3949,user embedding,user embedding
3950,user utterance,user utterance
3951,user-item matrix,user-item matrix
3952,utility,utility
3953,utility function,utility function
3954,utterance encoder,utterance encoder
3955,validation,validation
3956,validation accuracy,validation accuracy
3957,validation dataset,validation dataset
3958,validation datum,validation datum
3959,validation loss,validation loss
3960,validation performance,validation performance
3961,validation set,validation set
3962,validation split,validation split
3963,value estimate,value estimate
3964,value function,value function
3965,value function approximation,value function approximation
3966,value iteration,value iteration
3967,value iteration algorithm,value iteration algorithm
3968,value network,value network
3969,vanishing gradient,vanishing gradient
3970,vanishing gradient problem,vanishing gradient problem
3971,variable assignment,variable assignment
3972,variable selection,variable selection
3973,variance reduction,variance reduction
3974,variance regularization,variance regularization
3975,variational approach,variational approach
3976,variational approximation,variational approximation
3977,variational autoencoder,variational autoencoder
3978,variational distribution,variational distribution
3979,variational formulation,variational formulation
3980,variational framework,variational framework
3981,variational inference,variational inference
3982,variational method,variational method
3983,variational model,variational model
3984,variational objective,variational objective
3985,variational parameter,variational parameter
3986,variational posterior,variational posterior
3987,vector arithmetic,vector arithmetic
3988,vector concatenation,vector concatenation
3989,vector embedding,vector embedding
3990,vector field,vector field
3991,vector graphic,vector graphic
3992,vector normalization,vector normalization
3993,vector quantization,vector quantization
3994,vector representation,vector representation
3995,vector space,vector space
3996,vector space embedding,vector space embedding
3997,vector space model,vector space model
3998,vector space representation,vector space representation
3999,vector-valued function,vector-valued function
4000,vectorization,vectorization
4001,vectorization operator,vectorization operator
4002,vectorize,vectorize
4003,verbalizer,verbalizer
4004,vertex label,vertex label
4005,vertex set,vertex set
4006,victim model,victim model
4007,view synthesis,view synthesis
4008,virtual camera,virtual camera
4009,vision model,vision model
4010,vision system,vision system
4011,vision-language model,vision-language model
4012,visual attention,visual attention
4013,visual attribute,visual attribute
4014,visual context,visual context
4015,visual cortex,visual cortex
4016,visual feature,visual feature
4017,visual grounding,visual grounding
4018,visual hull,visual hull
4019,visual localization,visual localization
4020,visual odometry,visual odometry
4021,visual question answering,Visual Question Answering
4022,visual recognition system,visual recognition system
4023,viterbi decoding,Viterbi decoding
4024,vocabulary,vocabulary
4025,vocabulary size,vocabulary size
4026,vocoder,vocoder
4027,volume rendering,volume rendering
4028,voting rule,voting rule
4029,voxel,voxel
4030,voxel grid,voxel grid
4031,voxel grid representation,voxel grid representation
4032,voxel occupancy,voxel occupancy
4033,voxel representation,voxel representation
4034,warp function,warp function
4035,wav2vec,wav2vec
4036,wavelet,wavelet
4037,wavelet transform,wavelet transform
4038,weak classifier,weak classifier
4039,weak learner,weak learner
4040,weak learning,weak learning
4041,weak learning assumption,weak learning assumption
4042,weak supervision,weak supervision
4043,web graph,web graph
4044,weight,weight
4045,weight decay,weight decay
4046,weight initialization,weight initialization
4047,weight matrix,weight matrix
4048,weight parameter,weight parameter
4049,weight regularization,weight regularization
4050,weight tensor,weight tensor
4051,weight update,weight update
4052,weight vector,weight vector
4053,weight-sharing,weight-sharing
4054,weighted adjacency matrix,weighted adjacency matrix
4055,weighting function,weighting function
4056,white-box,white-box
4057,white-box attack,white-box attack
4058,window size,window size
4059,within-class variance,within-class variance
4060,word alignment,word alignment
4061,word dropout,word dropout
4062,word embedding,word embedding
4063,word embedding model,word embedding model
4064,word mover's distance,Word Mover's Distance
4065,word representation,word representation
4066,word segmentation,word segmentation
4067,word sense disambiguation,word sense disambiguation
4068,word similarity,word similarity
4069,word surprisal,word surprisal
4070,word token,word token
4071,word vector,word vector
4072,word vector representation,word vector representation
4073,word-level,word-level
4074,word-level vocabulary,word-level vocabulary
4075,word2vec embedding,word2vec embedding
4076,world state,world state
4077,z-score,Z-score
4078,zero-one loss,zero-one loss
4079,zero-shot classification,zero-shot classification
4080,zero-shot cross-lingual setting,zero-shot cross-lingual setting
4081,zero-shot generalization,zero-shot generalization
4082,zero-shot learning,zero-shot learning
4083,zero-shot prediction,zero-shot prediction
4084,zero-shot prompting,zero-shot prompting
4085,zero-shot reasoning,zero-shot reasoning
4086,zero-shot setting,zero-shot setting
4087,zero-shot transfer,zero-shot transfer
4088,zero-shot transfer learning,zero-shot transfer learning
4089,zipf,Zipf
4090,zipf distribution,Zipf distribution
4091,zipf's law,Zipf's law
