,English,English_human
3692,task adaptation,task adaptation
3693,task model,task model
3694,task-specific model,task-specific model
3695,taxonomy,taxonomy
3696,teacher forcing,teacher forcing
3697,teacher network,teacher network
3698,temperature parameter,temperature parameter
3699,temperature scaling,temperature scaling
3700,template,template
3701,template model,template model
3702,template-matching,template-matching
3703,temporal derivative,temporal derivative
3704,temporal difference,temporal difference
3705,temporal difference learning,temporal difference learning
3706,temporal drift,temporal drift
3707,temporal fusion,temporal fusion
3708,temporal locality,temporal locality
3709,temporal logic,temporal logic
3710,temporal reasoning,temporal reasoning
3711,temporal variable,temporal variable
3712,tensor,tensor
3713,tensor decomposition,tensor decomposition
3714,tensor factorization,tensor factorization
3715,tensor field,tensor field
3716,tensor product,tensor product
3717,term frequency,term frequency
3718,terminal node,terminal node
3719,terminal state,terminal state
3720,termination condition,termination condition
3721,termination criterion,termination criterion
3722,test accuracy,test accuracy
3723,test dataset,test dataset
3724,test datum,test datum
3725,test domain,test domain
3726,test error,test error
3727,test loss,test loss
3728,test set,test set
3729,test split,test split
3730,test time,test time
3731,testing set,testing set
3732,text categorization,text categorization
3733,text classification,Text Classification
3734,text corpus,text corpus
3735,text embedding,text embedding
3736,text encoder,text encoder
3737,text generation,text generation
3738,text generation model,text generation model
3739,text mining,text mining
3740,text segmentation,text segmentation
3741,text simplification,text simplification
3742,text summarization,Text Summarization
3743,text-davinci-002,text-davinci-002
3744,text-davinci-003,text-davinci-003
3745,text-to-image diffusion model,text-to-image diffusion model
3746,text-to-image generation,text-to-image generation
3747,text-to-image model,text-to-image model
3748,text-to-image synthesis,text-to-image synthesis
3749,text-to-text transfer transformer,Text-to-Text Transfer Transformer
3750,textual entailment,textual entailment
3751,tf-idf,tf-idf
3752,threat model,threat model
3753,threshold,threshold
3754,threshold function,threshold function
3755,threshold parameter,threshold parameter
3756,threshold policy,threshold policy
3757,time complexity,time complexity
3758,time series,time series
3759,time series analysis,time series analysis
3760,time series forecasting,time series forecasting
3761,time step,time step
3762,time-series datum,time-series datum
3763,time-series model,time-series model
3764,time/space complexity,time/space complexity
3765,token classification,token classification
3766,token embedding,token embedding
3767,token frequency,token frequency
3768,token length,token length
3769,token representation,token representation
3770,token sequence,token sequence
3771,token space,token space
3772,token vector,token vector
3773,token vocabulary,token vocabulary
3774,token-level,token-level
3775,token-level attention,token-level attention
3776,token-level feature,token-level feature
3777,tokenisation,tokenisation
3778,tokenization,tokenization
3779,tokenization scheme,tokenization scheme
3780,tokenizer,tokenizer
3781,top-1 accuracy,top-1 accuracy
3782,top-down segmentation,top-down segmentation
3783,top-k,top-k
3784,top-k sampling,top-k sampling
3785,top-p sampling,top-p sampling
3786,topic assignment,topic assignment
3787,topic classification,topic classification
3788,topic detection and tracking,Topic Detection and Tracking
3789,topic distribution,topic distribution
3790,topic model,topic model
3791,topic proportion,topic proportion
3792,topic weight,topic weight
3793,total variation,total variation
3794,total variation distance,total variation distance
3795,toxicity detection,toxicity detection
3796,trace norm,trace norm
3797,tracking algorithm,tracking algorithm
3798,train,train
3799,train / test / dev split,train / test / dev split
3800,train set,train set
3801,train-test split,train-test split
3802,train/test,train/test
3803,trainable parameter,trainable parameter
3804,trainable weight,trainable weight
3805,training accuracy,training accuracy
3806,training algorithm,training algorithm
3807,training batch,training batch
3808,training corpora,training corpora
3809,training corpus,training corpus
3810,training dataset,training dataset
3811,training datum,training datum
3812,training distribution,training distribution
3813,training dynamic,training dynamic
3814,training epoch,training epoch
3815,training error,training error
3816,training example,training example
3817,training loss,training loss
3818,training objective,training objective
3819,training phase,training phase
3820,training procedure,training procedure
3821,training process,training process
3822,training sample,training sample
3823,training set,training set
3824,training stability,training stability
3825,training step,training step
3826,training task,training task
3827,training time,training time
3828,training token,training token
3829,trajectory forecasting,trajectory forecasting
3830,trajectory optimization,trajectory optimization
3831,transaction database,transaction database
3832,transductive learning,transductive learning
3833,transfer function,transfer function
3834,transfer learning,transfer learning
3835,transformation function,transformation function
3836,transformation matrix,transformation matrix
3837,transformer architecture,Transformer architecture
3838,transformer block,Transformer block
3839,transformer decoder,Transformer decoder
3840,transformer encoder,Transformer encoder
3841,transformer language model,transformer language model
3842,transformer layer,transformer layer
3843,transformer model,transformer model
3844,transformer variant,transformer variant
3845,transformer-like,Transformer-like
3846,transition distribution,transition distribution
3847,transition dynamic,transition dynamic
3848,transition function,transition function
3849,transition graph,transition graph
3850,transition kernel,transition kernel
3851,transition matrix,transition matrix
3852,transition model,transition model
3853,transition probability,transition probability
3854,transition probability model,transition probability model
3855,transition system,transition system
3856,transitive closure,transitive closure
3857,transitive relation,transitive relation
3858,translation invariance,translation invariance
3859,translation model,translation model
3860,translation system,translation system
3861,translation vector,translation vector
3862,transliteration,transliteration
3863,transpose,transpose
3864,transposition table,transposition table
3865,tree data structure,tree data structure
3866,tree decomposition,tree decomposition
3867,tree depth,tree depth
3868,tree ensemble,tree ensemble
3869,tree search,tree search
3870,tree structure,tree structure
3871,tree width,tree width
3872,treebank annotation,treebank annotation
3873,tri-gram,tri-gram
3874,triangle inequality,triangle inequality
3875,trifocal tensor,trifocal tensor
3876,trigram language model,trigram language model
3877,trigram model,trigram model
3878,trilinear interpolation,trilinear interpolation
3879,trimap,trimap
3880,triple,triple
3881,triplet,triplet
3882,triplet loss,triplet loss
3883,true positive rate,true positive rate
3884,truth assignment,truth assignment
3885,tuple,tuple
3886,tuplex,tuplex
3887,turing reduction,Turing reduction
3888,turing test,Turing test
3889,two-class classification,two-class classification
3890,two-player zero-sum game,two-player zero-sum game
3891,type embedding,type embedding
3892,u-statistic,U-statistic
3893,unary atom,unary atom
3894,unary constraint,unary constraint
3895,unary feature,unary feature
3896,unary potential,unary potential
3897,unary predicate,unary predicate
3898,unary production,unary production
3899,unbiased estimate,unbiased estimate
3900,unbiased estimator,unbiased estimator
3901,uncertainty,uncertainty
3902,uncertainty measure,uncertainty measure
3903,uncertainty modeling,uncertainty modeling
3904,uncertainty sampling,uncertainty sampling
3905,undirected graph,undirected graph
3906,undirected graphical model,undirected graphical model
3907,uniform convergence,uniform convergence
3908,uniform distribution,uniform distribution
3909,uniform information density hypothesis,uniform information density hypothesis
3910,uniform sampling,uniform sampling
3911,unigram distribution,unigram distribution
3912,unigram language model,unigram language model
3913,unigram model,unigram model
3914,union of conjunctive query,union of conjunctive query
3915,unit propagation,unit propagation
3916,unit sphere,unit sphere
3917,universal approximation,universal approximation
3918,universal approximator,universal approximator
3919,universal model,universal model
3920,unlabeled datum,unlabeled datum
3921,unlexicalized grammar,unlexicalized grammar
3922,unnormalized probability,unnormalized probability
3923,unsolvability,unsolvability
3924,unsupervised algorithm,unsupervised algorithm
3925,unsupervised approach,unsupervised approach
3926,unsupervised classification,unsupervised classification
3927,unsupervised clustering,unsupervised clustering
3928,unsupervised datum,unsupervised datum
3929,unsupervised discovery,unsupervised discovery
3930,unsupervised disentanglement,unsupervised disentanglement
3931,unsupervised domain adaptation,unsupervised domain adaptation
3932,unsupervised feature learning,unsupervised feature learning
3933,unsupervised image segmentation,unsupervised image segmentation
3934,unsupervised learning,unsupervised learning
3935,unsupervised method,unsupervised method
3936,unsupervised model,unsupervised model
3937,unsupervised morphological segmentation,unsupervised morphological segmentation
3938,unsupervised parsing,unsupervised parsing
3939,unsupervised pre-training,unsupervised pre-training
3940,unsupervised representation,unsupervised representation
3941,unsupervised representation learning,unsupervised representation learning
3942,unsupervised segmentation,unsupervised segmentation
3943,unsupervised system,unsupervised system
3944,unsupervised word clustering,unsupervised word clustering
3945,unweighted graph,unweighted graph
3946,update function,update function
3947,update rule,update rule
3948,user embedding,user embedding
3949,user utterance,user utterance
3950,user-item matrix,user-item matrix
3951,utility,utility
3952,utility function,utility function
3953,utterance encoder,utterance encoder
3954,validation,validation
3955,validation accuracy,validation accuracy
3956,validation dataset,validation dataset
3957,validation datum,validation datum
3958,validation loss,validation loss
3959,validation performance,validation performance
3960,validation set,validation set
3961,validation split,validation split
3962,value estimate,value estimate
3963,value function,value function
3964,value function approximation,value function approximation
3965,value iteration,value iteration
3966,value iteration algorithm,value iteration algorithm
3967,value network,value network
3968,vanishing gradient,vanishing gradient
3969,vanishing gradient problem,vanishing gradient problem
3970,variable assignment,variable assignment
3971,variable selection,variable selection
3972,variance reduction,variance reduction
3973,variance regularization,variance regularization
3974,variational approach,variational approach
3975,variational approximation,variational approximation
3976,variational autoencoder,variational autoencoder
3977,variational distribution,variational distribution
3978,variational formulation,variational formulation
3979,variational framework,variational framework
3980,variational inference,variational inference
3981,variational method,variational method
3982,variational model,variational model
3983,variational objective,variational objective
3984,variational parameter,variational parameter
3985,variational posterior,variational posterior
3986,vector arithmetic,vector arithmetic
3987,vector concatenation,vector concatenation
3988,vector embedding,vector embedding
3989,vector field,vector field
3990,vector graphic,vector graphic
3991,vector normalization,vector normalization
3992,vector quantization,vector quantization
3993,vector representation,vector representation
3994,vector space,vector space
3995,vector space embedding,vector space embedding
3996,vector space model,vector space model
3997,vector space representation,vector space representation
3998,vector-valued function,vector-valued function
3999,vectorization,vectorization
4000,vectorization operator,vectorization operator
4001,vectorize,vectorize
4002,verbalizer,verbalizer
4003,vertex label,vertex label
4004,vertex set,vertex set
4005,victim model,victim model
4006,view synthesis,view synthesis
4007,virtual camera,virtual camera
4008,vision model,vision model
4009,vision system,vision system
4010,vision-language model,vision-language model
4011,visual attention,visual attention
4012,visual attribute,visual attribute
4013,visual context,visual context
4014,visual cortex,visual cortex
4015,visual feature,visual feature
4016,visual grounding,visual grounding
4017,visual hull,visual hull
4018,visual localization,visual localization
4019,visual odometry,visual odometry
4020,visual question answering,Visual Question Answering
4021,visual recognition system,visual recognition system
4022,viterbi decoding,Viterbi decoding
4023,vocabulary,vocabulary
4024,vocabulary size,vocabulary size
4025,vocoder,vocoder
4026,volume rendering,volume rendering
4027,voting rule,voting rule
4028,voxel,voxel
4029,voxel grid,voxel grid
4030,voxel grid representation,voxel grid representation
4031,voxel occupancy,voxel occupancy
4032,voxel representation,voxel representation
4033,warp function,warp function
4034,wav2vec,wav2vec
4035,wavelet,wavelet
4036,wavelet transform,wavelet transform
4037,weak classifier,weak classifier
4038,weak learner,weak learner
4039,weak learning,weak learning
4040,weak learning assumption,weak learning assumption
4041,weak supervision,weak supervision
4042,web graph,web graph
4043,weight,weight
4044,weight decay,weight decay
4045,weight initialization,weight initialization
4046,weight matrix,weight matrix
4047,weight parameter,weight parameter
4048,weight regularization,weight regularization
4049,weight tensor,weight tensor
4050,weight update,weight update
4051,weight vector,weight vector
4052,weight-sharing,weight-sharing
4053,weighted adjacency matrix,weighted adjacency matrix
4054,weighting function,weighting function
4055,white-box,white-box
4056,white-box attack,white-box attack
4057,window size,window size
4058,within-class variance,within-class variance
4059,word alignment,word alignment
4060,word dropout,word dropout
4061,word embedding,word embedding
4062,word embedding model,word embedding model
4063,word mover's distance,Word Mover's Distance
4064,word representation,word representation
4065,word segmentation,word segmentation
4066,word sense disambiguation,word sense disambiguation
4067,word similarity,word similarity
4068,word surprisal,word surprisal
4069,word token,word token
4070,word vector,word vector
4071,word vector representation,word vector representation
4072,word-level,word-level
4073,word-level vocabulary,word-level vocabulary
4074,word2vec embedding,word2vec embedding
4075,world state,world state
4076,z-score,Z-score
4077,zero-one loss,zero-one loss
4078,zero-shot classification,zero-shot classification
4079,zero-shot cross-lingual setting,zero-shot cross-lingual setting
4080,zero-shot generalization,zero-shot generalization
4081,zero-shot learning,zero-shot learning
4082,zero-shot prediction,zero-shot prediction
4083,zero-shot prompting,zero-shot prompting
4084,zero-shot reasoning,zero-shot reasoning
4085,zero-shot setting,zero-shot setting
4086,zero-shot transfer,zero-shot transfer
4087,zero-shot transfer learning,zero-shot transfer learning
4088,zipf,Zipf
4089,zipf distribution,Zipf distribution
4090,zipf's law,Zipf's law
