Input.index,WorkerId,Input.English,Input.Arabic,Answer.translation
5,A3HDXVNO786Z0L,AI,AI,الذكاء الاصطناعي
5,A3HDXVNO786Z0L,API,API,واجهة برمجة التطبيقات
5,A3HDXVNO786Z0L,AQA,AQA,AQA
5,A5LL8EKITZLQ0,اختبار أ/ب,A/B test,اختبار A/B
5,A5LL8EKITZLQ0,a2c,A2C,A2C
5,A5LL8EKITZLQ0,AI,AI,الذكاء الاصطناعي
5,A5LL8EKITZLQ0,API,API,واجهة برمجة التطبيقات
5,A5LL8EKITZLQ0,AQA,AQA,AQA
5,AMDP4QV7L82Q,اختبار أ/ب,A/B test,اختبار A/B
5,AMDP4QV7L82Q,a2c,A2C,A2C
5,AMDP4QV7L82Q,AI,AI,الذكاء الاصطناعي
5,AMDP4QV7L82Q,API,API,واجهة برمجة التطبيقات
5,AMDP4QV7L82Q,AQA,AQA,AQA
6,A1WPT6LLCRWMDY,ARENA,ARENA,ARENA
6,A1WPT6LLCRWMDY,دراسة الاستئصال,Ablation study,دراسة الإزالة
6,A1WPT6LLCRWMDY,الدقة,Accuracy,الدقة
6,A1WPT6LLCRWMDY,التعلم النشط,Active learning,التعلم النشط
6,A1WPT6LLCRWMDY,أدافاكتور,Adafactor,أدفاكتور
6,A1YA58RRBN7NI4,ARENA,ARENA,أرينا
6,A1YA58RRBN7NI4,دراسة الاستئصال,Ablation study,أرينا
6,A1YA58RRBN7NI4,الدقة,Accuracy,أرينا
6,A1YA58RRBN7NI4,التعلم النشط,Active learning,أرينا
6,A1YA58RRBN7NI4,أدافاكتور,Adafactor,أرينا
6,A2OTFVI83FT0QL,ARENA,ARENA,الساحة
6,A2OTFVI83FT0QL,دراسة الاستئصال,Ablation study,دراسة الاستئصال
6,A2OTFVI83FT0QL,الدقة,Accuracy,الدقة
6,A2OTFVI83FT0QL,التعلم النشط,Active learning,التعلم النشط
6,A2OTFVI83FT0QL,أدافاكتور,Adafactor,أدافاكتور
6,A33S3NQJEHPOMN,ARENA,ARENA,أرينا
6,A33S3NQJEHPOMN,دراسة الاستئصال,Ablation study,دراسة الاستئصال
6,A33S3NQJEHPOMN,الدقة,Accuracy,الدقة
6,A33S3NQJEHPOMN,التعلم النشط,Active learning,التعلم النشط
6,A33S3NQJEHPOMN,أدافاكتور,Adafactor,أدا فاكتور
6,A3A6RGC6U41CM5,ARENA,ARENA,أرينا
6,A3A6RGC6U41CM5,دراسة الاستئصال,Ablation study,دراسة الاستئصال
6,A3A6RGC6U41CM5,الدقة,Accuracy,الدقة
6,A3A6RGC6U41CM5,التعلم النشط,Active learning,التعلم النشط
6,A3A6RGC6U41CM5,أدافاكتور,Adafactor,أدافاكتور
6,A3HDXVNO786Z0L,ARENA,ARENA,أرينا
6,A3HDXVNO786Z0L,دراسة الاستئصال,Ablation study,دراسة الإزالة
6,A3HDXVNO786Z0L,الدقة,Accuracy,الدقة
6,A3HDXVNO786Z0L,التعلم النشط,Active learning,التعلم النشط
6,A3HDXVNO786Z0L,أدافاكتور,Adafactor,أدفاكتور
6,A5LL8EKITZLQ0,ARENA,ARENA,الترجمة: ARENA
6,A5LL8EKITZLQ0,دراسة الاستئصال,Ablation study,الترجمة: دراسة الإزالة
6,A5LL8EKITZLQ0,الدقة,Accuracy,الترجمة: الدقة
6,A5LL8EKITZLQ0,التعلم النشط,Active learning,الترجمة: التعلم النشط
6,A5LL8EKITZLQ0,أدافاكتور,Adafactor,الترجمة: Adafactor
6,AMDP4QV7L82Q,ARENA,ARENA,ARENA
6,AMDP4QV7L82Q,دراسة الاستئصال,Ablation study,دراسة الاستئصال
6,AMDP4QV7L82Q,الدقة,Accuracy,الدقة
6,AMDP4QV7L82Q,التعلم النشط,Active learning,التعلم النشط
6,AMDP4QV7L82Q,أدافاكتور,Adafactor,أدافاكتور
7,A155OW7UP21THF,آدم,Adam,آدم
7,A155OW7UP21THF,خوارزمية آدم,Adam algorithm,خوارزمية آدم
7,A155OW7UP21THF,محسن آدم,Adam optimiser,مُحسّن آدم
7,A155OW7UP21THF,تحسين آدم,Adam optimization,تحسين آدم
7,A155OW7UP21THF,خوارزمية التحسين آدم,Adam optimization algorithm,خوارزمية تحسين آدم
7,A1KRZO8X16T93E,آدم,Adam,آدام
7,A1KRZO8X16T93E,خوارزمية آدم,Adam algorithm,خوارزمية آدام
7,A1KRZO8X16T93E,محسن آدم,Adam optimiser,محسن آدام
7,A1KRZO8X16T93E,تحسين آدم,Adam optimization,تحسين آدام
7,A1KRZO8X16T93E,خوارزمية التحسين آدم,Adam optimization algorithm,خوارزمية تحسين آدام
7,A1WPT6LLCRWMDY,آدم,Adam,آدم
7,A1WPT6LLCRWMDY,خوارزمية آدم,Adam algorithm,خوارزمية آدم
7,A1WPT6LLCRWMDY,محسن آدم,Adam optimiser,مُحسّن آدم
7,A1WPT6LLCRWMDY,تحسين آدم,Adam optimization,تحسين آدم
7,A1WPT6LLCRWMDY,خوارزمية التحسين آدم,Adam optimization algorithm,خوارزمية تحسين آدم
7,A1YA58RRBN7NI4,آدم,Adam,آدم
7,A1YA58RRBN7NI4,خوارزمية آدم,Adam algorithm,آدم
7,A1YA58RRBN7NI4,محسن آدم,Adam optimiser,آدم
7,A1YA58RRBN7NI4,تحسين آدم,Adam optimization,آدم
7,A1YA58RRBN7NI4,خوارزمية التحسين آدم,Adam optimization algorithm,آدم
7,A2OTFVI83FT0QL,آدم,Adam,آدم
7,A2OTFVI83FT0QL,خوارزمية آدم,Adam algorithm,خوارزمية آدم
7,A2OTFVI83FT0QL,محسن آدم,Adam optimiser,محسّن آدم
7,A2OTFVI83FT0QL,تحسين آدم,Adam optimization,تحسين آدم
7,A2OTFVI83FT0QL,خوارزمية التحسين آدم,Adam optimization algorithm,خوارزمية تحسين آدم
7,A33S3NQJEHPOMN,آدم,Adam,آدم
7,A33S3NQJEHPOMN,خوارزمية آدم,Adam algorithm,خوارزمية آدم
7,A33S3NQJEHPOMN,محسن آدم,Adam optimiser,مُحسّن آدم
7,A33S3NQJEHPOMN,تحسين آدم,Adam optimization,تحسين آدم
7,A33S3NQJEHPOMN,خوارزمية التحسين آدم,Adam optimization algorithm,خوارزمية تحسين آدم
7,A36CA3E5LT6I1P,آدم,Adam,آدم
7,A36CA3E5LT6I1P,خوارزمية آدم,Adam algorithm,خوارزمية آدم
7,A36CA3E5LT6I1P,محسن آدم,Adam optimiser,محسن آدم
7,A36CA3E5LT6I1P,تحسين آدم,Adam optimization,تحسين آدم
7,A36CA3E5LT6I1P,خوارزمية التحسين آدم,Adam optimization algorithm,خوارزمية تحسين آدم
7,A3A6RGC6U41CM5,آدم,Adam,آدم
7,A3A6RGC6U41CM5,خوارزمية آدم,Adam algorithm,خوارزمية آدم
7,A3A6RGC6U41CM5,محسن آدم,Adam optimiser,مُحسِّن آدم
7,A3A6RGC6U41CM5,تحسين آدم,Adam optimization,تحسين آدم
7,A3A6RGC6U41CM5,خوارزمية التحسين آدم,Adam optimization algorithm,خوارزمية تحسين آدم
7,A3HDXVNO786Z0L,آدم,Adam,آدم
7,A3HDXVNO786Z0L,خوارزمية آدم,Adam algorithm,خوارزمية آدم
7,A3HDXVNO786Z0L,محسن آدم,Adam optimiser,مُحسن آدم
7,A3HDXVNO786Z0L,تحسين آدم,Adam optimization,تحسين آدم
7,A3HDXVNO786Z0L,خوارزمية التحسين آدم,Adam optimization algorithm,خوارزمية تحسين آدم
7,A5LL8EKITZLQ0,آدم,Adam,آدم
7,A5LL8EKITZLQ0,خوارزمية آدم,Adam algorithm,خوارزمية آدم
7,A5LL8EKITZLQ0,محسن آدم,Adam optimiser,مُحسِّن آدم
7,A5LL8EKITZLQ0,تحسين آدم,Adam optimization,تحسين آدم
7,A5LL8EKITZLQ0,خوارزمية التحسين آدم,Adam optimization algorithm,خوارزمية تحسين آدم
8,A1KRZO8X16T93E,محسن آدم,Adam optimizer,محسن آدم
8,A1KRZO8X16T93E,محول,Adapter,موصل
8,A1KRZO8X16T93E,وبالإضافة إلى ذلك,Additionally,بالإضافة إلى ذلك
8,A1KRZO8X16T93E,خوارزمية,Algorithm,خوارزمية
8,A1KRZO8X16T93E,AmbigQA,AmbigQA,AmbigQA
8,A1WPT6LLCRWMDY,محسن آدم,Adam optimizer,محسّن آدم
8,A1WPT6LLCRWMDY,محول,Adapter,المحول
8,A1WPT6LLCRWMDY,وبالإضافة إلى ذلك,Additionally,بالإضافة إلى ذلك
8,A1WPT6LLCRWMDY,خوارزمية,Algorithm,الخوارزمية
8,A1WPT6LLCRWMDY,AmbigQA,AmbigQA,AmbigQA
8,A1YA58RRBN7NI4,محسن آدم,Adam optimizer,خوارزمية آدم
8,A1YA58RRBN7NI4,محول,Adapter,محول
8,A1YA58RRBN7NI4,وبالإضافة إلى ذلك,Additionally,بالإضافة إلى ذلك
8,A1YA58RRBN7NI4,خوارزمية,Algorithm,خوارزمية
8,A1YA58RRBN7NI4,AmbigQA,AmbigQA,أمبيج كيو إيه
8,A2OTFVI83FT0QL,محسن آدم,Adam optimizer,مُحسِّن آدم
8,A2OTFVI83FT0QL,محول,Adapter,محول
8,A2OTFVI83FT0QL,وبالإضافة إلى ذلك,Additionally,بالإضافة إلى ذلك
8,A2OTFVI83FT0QL,خوارزمية,Algorithm,خوارزمية
8,A2OTFVI83FT0QL,AmbigQA,AmbigQA,AmbigQA
8,A33S3NQJEHPOMN,محسن آدم,Adam optimizer,مُحسِّن آدم
8,A33S3NQJEHPOMN,محول,Adapter,مُكيِّف
8,A33S3NQJEHPOMN,وبالإضافة إلى ذلك,Additionally,بالإضافة إلى
8,A33S3NQJEHPOMN,خوارزمية,Algorithm,خوارزمية
8,A33S3NQJEHPOMN,AmbigQA,AmbigQA,أمبيج كيو إيه
8,A36CA3E5LT6I1P,محسن آدم,Adam optimizer,المُحسِّن آدم
8,A36CA3E5LT6I1P,محول,Adapter,المهايئ
8,A36CA3E5LT6I1P,وبالإضافة إلى ذلك,Additionally,بالإضافة إلى ذلك
8,A36CA3E5LT6I1P,خوارزمية,Algorithm,الخوارزمية
8,A36CA3E5LT6I1P,AmbigQA,AmbigQA,أمبِجQA
8,A3A6RGC6U41CM5,محسن آدم,Adam optimizer,محسن آدم
8,A3A6RGC6U41CM5,محول,Adapter,المحول
8,A3A6RGC6U41CM5,وبالإضافة إلى ذلك,Additionally,بالإضافة إلى ذلك
8,A3A6RGC6U41CM5,خوارزمية,Algorithm,الخوارزمية
8,A3A6RGC6U41CM5,AmbigQA,AmbigQA,أمبيج كيو إيه
8,A5LL8EKITZLQ0,محسن آدم,Adam optimizer,المحسن آدم
8,A5LL8EKITZLQ0,محول,Adapter,المحول
8,A5LL8EKITZLQ0,وبالإضافة إلى ذلك,Additionally,بالإضافة إلى
8,A5LL8EKITZLQ0,خوارزمية,Algorithm,خوارزمية
8,A5LL8EKITZLQ0,AmbigQA,AmbigQA,أمبج كيو إيه
8,AMDP4QV7L82Q,محسن آدم,Adam optimizer,مُحسّن آدم
8,AMDP4QV7L82Q,محول,Adapter,المحول
8,AMDP4QV7L82Q,وبالإضافة إلى ذلك,Additionally,بالإضافة إلى ذلك
8,AMDP4QV7L82Q,خوارزمية,Algorithm,خوارزمية
8,AMDP4QV7L82Q,AmbigQA,AmbigQA,أمبج كيو إيه
9,A155OW7UP21THF,برمجة مجموعة الإجابات,Answer Set Programming,برمجة مجموعة الإجابات
9,A155OW7UP21THF,خوارزمية أبريوري,Apriori,أبريوري
9,A155OW7UP21THF,خوارزمية أبريوري,Apriori algorithm,خوارزمية أبريوري
9,A155OW7UP21THF,بيئة تعلم الألعاب الأركيد,Arcade Learning Environment,بيئة تعلم الأركيد
9,A155OW7UP21THF,هياكل,Architectures,الهياكل
9,A1WPT6LLCRWMDY,برمجة مجموعة الإجابات,Answer Set Programming,برمجة مجموعة الإجابات
9,A1WPT6LLCRWMDY,خوارزمية أبريوري,Apriori,أبريوري
9,A1WPT6LLCRWMDY,خوارزمية أبريوري,Apriori algorithm,خوارزمية أبريوري
9,A1WPT6LLCRWMDY,بيئة تعلم الألعاب الأركيد,Arcade Learning Environment,بيئة تعلم الأركيد
9,A1WPT6LLCRWMDY,هياكل,Architectures,المعماريات
9,A1YA58RRBN7NI4,برمجة مجموعة الإجابات,Answer Set Programming,برمجة مجموعات الإجابات
9,A1YA58RRBN7NI4,خوارزمية أبريوري,Apriori,أبريوري
9,A1YA58RRBN7NI4,خوارزمية أبريوري,Apriori algorithm,خوارزمية أبريوري
9,A1YA58RRBN7NI4,بيئة تعلم الألعاب الأركيد,Arcade Learning Environment,بيئة تعلم الأركيد
9,A1YA58RRBN7NI4,هياكل,Architectures,الهياكل
9,A2OTFVI83FT0QL,برمجة مجموعة الإجابات,Answer Set Programming,برمجة مجموعات الإجابات
9,A2OTFVI83FT0QL,خوارزمية أبريوري,Apriori,أبريوري
9,A2OTFVI83FT0QL,خوارزمية أبريوري,Apriori algorithm,خوارزمية أبريوري
9,A2OTFVI83FT0QL,بيئة تعلم الألعاب الأركيد,Arcade Learning Environment,بيئة تعلم الأركيد
9,A2OTFVI83FT0QL,هياكل,Architectures,الهياكل
9,A33S3NQJEHPOMN,برمجة مجموعة الإجابات,Answer Set Programming,برمجة مجموعات الإجابات
9,A33S3NQJEHPOMN,خوارزمية أبريوري,Apriori,أبريوري
9,A33S3NQJEHPOMN,خوارزمية أبريوري,Apriori algorithm,خوارزمية أبريوري
9,A33S3NQJEHPOMN,بيئة تعلم الألعاب الأركيد,Arcade Learning Environment,بيئة تعلم الألعاب
9,A33S3NQJEHPOMN,هياكل,Architectures,الهندسات
9,A36CA3E5LT6I1P,برمجة مجموعة الإجابات,Answer Set Programming,برمجة مجموعات الإجابات
9,A36CA3E5LT6I1P,خوارزمية أبريوري,Apriori,أبريوري
9,A36CA3E5LT6I1P,خوارزمية أبريوري,Apriori algorithm,خوارزمية أبريوري
9,A36CA3E5LT6I1P,بيئة تعلم الألعاب الأركيد,Arcade Learning Environment,بيئة تعلم الألعاب
9,A36CA3E5LT6I1P,هياكل,Architectures,الهياكل
9,A3A6RGC6U41CM5,برمجة مجموعة الإجابات,Answer Set Programming,برمجة مجموعات الإجابات
9,A3A6RGC6U41CM5,خوارزمية أبريوري,Apriori,أبريوري
9,A3A6RGC6U41CM5,خوارزمية أبريوري,Apriori algorithm,خوارزمية أبريوري
9,A3A6RGC6U41CM5,بيئة تعلم الألعاب الأركيد,Arcade Learning Environment,بيئة التعلم الآركيد
9,A3A6RGC6U41CM5,هياكل,Architectures,البنى الهندسية
9,A3HDXVNO786Z0L,برمجة مجموعة الإجابات,Answer Set Programming,برمجة مجموعة الإجابات
9,A3HDXVNO786Z0L,خوارزمية أبريوري,Apriori,أبريوري
9,A3HDXVNO786Z0L,خوارزمية أبريوري,Apriori algorithm,خوارزمية أبريوري
9,A3HDXVNO786Z0L,بيئة تعلم الألعاب الأركيد,Arcade Learning Environment,بيئة تعلم الأركيد
9,A3HDXVNO786Z0L,هياكل,Architectures,الهياكل
9,A5LL8EKITZLQ0,برمجة مجموعة الإجابات,Answer Set Programming,برمجة مجموعة الإجابات
9,A5LL8EKITZLQ0,خوارزمية أبريوري,Apriori,أبريوري
9,A5LL8EKITZLQ0,خوارزمية أبريوري,Apriori algorithm,خوارزمية أبريوري
9,A5LL8EKITZLQ0,بيئة تعلم الألعاب الأركيد,Arcade Learning Environment,بيئة تعلم أركيد
9,A5LL8EKITZLQ0,هياكل,Architectures,الهياكل
9,AMDP4QV7L82Q,برمجة مجموعة الإجابات,Answer Set Programming,برمجة مجموعات الإجابات
9,AMDP4QV7L82Q,خوارزمية أبريوري,Apriori,أبروري
9,AMDP4QV7L82Q,خوارزمية أبريوري,Apriori algorithm,خوارزمية أبروري
9,AMDP4QV7L82Q,بيئة تعلم الألعاب الأركيد,Arcade Learning Environment,بيئة تعلم الألعاب
9,AMDP4QV7L82Q,هياكل,Architectures,هياكل
10,A155OW7UP21THF,الذكاء الاصطناعي,Artificial Intelligence,الذكاء الاصطناعي
10,A155OW7UP21THF,الانتباه,Attention,الانتباه
10,A155OW7UP21THF,التشفير التلقائي,Autoencoder,المشفّر التلقائي
10,A155OW7UP21THF,التعرف التلقائي على الكلام,Automatic Speech Recognition,التعرف التلقائي على الصوت
10,A155OW7UP21THF,أنظمة مستقلة,Autonomous Systems,الأنظمة الذاتية
10,A1KRZO8X16T93E,الذكاء الاصطناعي,Artificial Intelligence,الذكاء الاصطناعي
10,A1KRZO8X16T93E,الانتباه,Attention,الاهتمام
10,A1KRZO8X16T93E,التشفير التلقائي,Autoencoder,التشفير التلقائي
10,A1KRZO8X16T93E,التعرف التلقائي على الكلام,Automatic Speech Recognition,التعرف التلقائي على الكلام
10,A1KRZO8X16T93E,أنظمة مستقلة,Autonomous Systems,الأنظمة الذاتية
10,A1WPT6LLCRWMDY,الذكاء الاصطناعي,Artificial Intelligence,الذكاء الاصطناعي
10,A1WPT6LLCRWMDY,الانتباه,Attention,الانتباه
10,A1WPT6LLCRWMDY,التشفير التلقائي,Autoencoder,التشفير الذاتي
10,A1WPT6LLCRWMDY,التعرف التلقائي على الكلام,Automatic Speech Recognition,التعرف التلقائي على الكلام
10,A1WPT6LLCRWMDY,أنظمة مستقلة,Autonomous Systems,الأنظمة الذاتية
10,A1YA58RRBN7NI4,الذكاء الاصطناعي,Artificial Intelligence,الذكاء الاصطناعي
10,A1YA58RRBN7NI4,الانتباه,Attention,الانتباه
10,A1YA58RRBN7NI4,التشفير التلقائي,Autoencoder,المشفِّر التلقائي
10,A1YA58RRBN7NI4,التعرف التلقائي على الكلام,Automatic Speech Recognition,التعرف التلقائي على الصوت
10,A1YA58RRBN7NI4,أنظمة مستقلة,Autonomous Systems,الأنظمة الذاتية
10,A2OTFVI83FT0QL,الذكاء الاصطناعي,Artificial Intelligence,الذكاء الاصطناعي
10,A2OTFVI83FT0QL,الانتباه,Attention,الانتباه
10,A2OTFVI83FT0QL,التشفير التلقائي,Autoencoder,المشفِّر التلقائي
10,A2OTFVI83FT0QL,التعرف التلقائي على الكلام,Automatic Speech Recognition,التعرف التلقائي على الكلام
10,A2OTFVI83FT0QL,أنظمة مستقلة,Autonomous Systems,الأنظمة الذاتية
10,A33S3NQJEHPOMN,الذكاء الاصطناعي,Artificial Intelligence,الذكاء الاصطناعي
10,A33S3NQJEHPOMN,الانتباه,Attention,الانتباه
