,word,prediction_ratio,1)validated_translation_by_gpt4o,2)word>=0.5,reason,back_translations
162,hidden size,"[{'word': '隐藏大小', 'ratio': 0.8888888888888888}, {'word': '隐藏层大小', 'ratio': 0.1111111111111111}]",隐藏层大小,隐藏大小,"```
1. Candidate: 隐藏层大小
2. Explanation: ""隐藏层大小"" (Hidden layer size) is the best translation candidate because it accurately reflects the AI domain-specific usage of ""hidden size"" in the context of neural networks. In AI, particularly in neural network architectures like transformers, ""hidden size"" refers to the size of the hidden layers, which is a critical parameter that defines the number of units in each hidden layer. The term ""隐藏层大小"" directly conveys this meaning, ensuring semantic accuracy and contextual fit. The other candidates, ""隐藏尺寸"" (Hidden dimensions) and ""隐藏大小"" (Hide size), do not specifically capture the concept of hidden layers in neural networks, which could lead to confusion in technical discussions.
```","['Hidden dimensions', 'Hide size', 'Hidden layer size']"
163,inference process,"[{'word': '推理过程', 'ratio': 0.8888888888888888}, {'word': '推断过程', 'ratio': 0.1111111111111111}]",推断过程,推理过程,"```
1. Candidate: 推断过程
2. Explanation: ""推断过程"" is the best translation for ""inference process"" in the context of AI. In AI terminology, ""inference"" refers to the process of making predictions or decisions based on a model, typically after it has been trained. The term ""推断"" directly translates to ""inference"" and is commonly used in the AI field to describe this process. On the other hand, ""推理过程"" translates to ""reasoning process,"" which implies a broader and more general cognitive process not specific to AI. Therefore, ""推断过程"" is semantically accurate and contextually fits the AI domain-specific usage.
```","['inference process', 'reasoning process']"
164,leaf node,"[{'word': '叶节点', 'ratio': 0.8571428571428571}, {'word': '叶子节点', 'ratio': 0.14285714285714285}]",叶子节点,叶节点,"```
1. Candidate: 叶子节点
2. Explanation: ""叶子节点"" is the best translation for ""leaf node"" in the context of AI and computer science. This term is widely used in the field to refer to the terminal nodes of a tree structure, such as decision trees or parse trees, which do not have any children. The back translation ""leaf node"" confirms its semantic accuracy and contextual fit. The alternative ""叶节点"" is less commonly used and might not convey the same level of specificity and recognition in technical contexts.
```","['leaf node', 'leaf node']"
165,max-product semiring,"[{'word': '最大积半环', 'ratio': 0.5}, {'word': '最大乘法半环', 'ratio': 0.3333333333333333}, {'word': '最大乘积半环', 'ratio': 0.16666666666666666}]",最大乘积半环,最大积半环,"```
1. Candidate: 最大乘积半环
2. Explanation: The term ""最大乘积半环"" is the best fit because it accurately captures the mathematical concept of a ""max-product semiring"" in the context of AI. The term ""乘积"" directly translates to ""product,"" which is crucial for maintaining the semantic integrity of the original term. Additionally, ""半环"" is a standard translation for ""semiring"" in mathematical contexts, ensuring that the term is understood correctly within the AI domain. The back translation ""maximum product semiring"" closely matches the original English term, indicating a high level of accuracy and contextual fit.
```","['maximum product semiring', 'Maximum multiplicative half ring', 'Maximum product half ring']"
166,multi-classification,"[{'word': '多分类', 'ratio': 0.8888888888888888}, {'word': '多类别分类', 'ratio': 0.1111111111111111}]",多类别分类,多分类,"```
1. Candidate: 多类别分类
2. Explanation: ""多类别分类"" is the best translation candidate for ""multi-classification"" in the AI domain. This term accurately captures the concept of classifying data into multiple categories, which is essential in tasks like SVM multiclass classification. The back translation ""Multi-category classification"" aligns well with the original English term, ensuring semantic accuracy and contextual fit. In contrast, ""多分类"" is more general and could imply simply having multiple categories without the specific context of classification tasks, making it less precise for AI-specific usage.
```","['Multi-category classification', 'Multiple categories']"
167,mutual entropy,"[{'word': '互信息熵', 'ratio': 0.6}, {'word': '互熵', 'ratio': 0.3}, {'word': '互信息', 'ratio': 0.1}]",互信息,互信息熵,"```
1. Candidate: 互信息
2. Explanation: In the context of AI and information theory, ""mutual information"" is a well-established term used to describe the measure of mutual dependence between two variables or distributions. The term ""互信息"" directly translates to ""mutual information"" and is widely recognized in the Chinese AI and information theory communities. It accurately captures the concept of mutual dependence, which aligns with the context provided. The other candidates, ""互熵"" and ""互信息熵,"" are less commonly used and may not convey the precise meaning intended in the AI domain.
```","['mutual entropy', 'mutual information', 'mutual information entropy']"
168,nominal mention,"[{'word': '名义提及', 'ratio': 0.625}, {'word': '名词性提及', 'ratio': 0.25}, {'word': '名词性指称', 'ratio': 0.125}]",名词性提及,名义提及,"```
1. Candidate: 名词性提及
2. Explanation: ""名词性提及"" is the best translation for ""nominal mention"" in the context of AI and natural language processing. The term ""名词性"" accurately captures the grammatical aspect of ""nominal,"" referring to noun-like structures, which is crucial in understanding how mentions are categorized in linguistic tasks. ""提及"" directly translates to ""mention,"" maintaining the focus on the act of referring to entities. This candidate preserves the semantic meaning and aligns well with domain-specific usage, ensuring clarity and precision in AI-related discussions.
```","['nominal mention', 'nominal mention', 'nominal reference']"
169,object proposal,"[{'word': '物体提议', 'ratio': 0.5555555555555556}, {'word': '物体候选区域', 'ratio': 0.2222222222222222}, {'word': '目标提议', 'ratio': 0.1111111111111111}, {'word': '对象提议', 'ratio': 0.1111111111111111}]",物体候选区域,物体提议,"```
1. Candidate: ""物体候选区域""
2. Explanation: The term ""object proposal"" in the context of AI, particularly in computer vision, refers to the process of identifying regions in an image that are likely to contain objects. The candidate ""物体候选区域"" translates to ""object candidate area,"" which accurately captures the essence of this process by emphasizing the identification of potential object-containing regions. This translation aligns well with the technical usage in AI, where proposals are not just suggestions but specific areas identified for further analysis. The back translation also maintains the contextual meaning, making it the most semantically accurate choice.
```","['goal proposal', 'Object proposal', 'object proposal', 'object proposal', 'Object candidate area']"
170,object tracking,"[{'word': '物体跟踪', 'ratio': 0.6666666666666666}, {'word': '目标跟踪', 'ratio': 0.1111111111111111}, {'word': '物体追踪', 'ratio': 0.1111111111111111}, {'word': '对象跟踪', 'ratio': 0.1111111111111111}]",目标跟踪,物体跟踪,"```
1. Candidate: 目标跟踪
2. Explanation: ""目标跟踪"" is the best translation for ""object tracking"" in the context of AI and computer vision. In the AI domain, ""目标"" (target) is often used to refer to objects or entities that are being tracked or detected within a scene, especially in the context of machine learning and computer vision. This term is widely used in technical literature and accurately conveys the concept of tracking objects within a visual field. The back translation as ""target tracking"" also aligns well with the intended meaning, ensuring semantic accuracy and contextual fit.
```","['object tracking', 'object tracking', 'Object tracking', 'target tracking']"
171,part of speech tag,"[{'word': '词性标记', 'ratio': 0.6}, {'word': '词性标签', 'ratio': 0.3}, {'word': '词性标注', 'ratio': 0.1}]",词性标签,词性标记,"```
1. Candidate: 词性标签
2. Explanation: The term ""词性标签"" is the best fit for translating ""part of speech tag"" in the context of AI and computational linguistics. This choice is semantically accurate as ""标签"" (tag) directly corresponds to the concept of labeling or tagging parts of speech in text, which is a common task in natural language processing. The back translation ""part-of-speech tags"" aligns well with the original English term, ensuring contextual fit. Additionally, ""词性标签"" is widely used in the AI domain to refer to the tags assigned to words to denote their parts of speech, making it the most appropriate choice for domain-specific usage.
```","['part-of-speech tag', 'part-of-speech tagging', 'part-of-speech tags']"
172,partial evaluation,"[{'word': '部分评估', 'ratio': 0.7}, {'word': '部分求值', 'ratio': 0.2}, {'word': '局部评估', 'ratio': 0.1}]",部分求值,部分评估,"```
1. Candidate: 部分求值
2. Explanation: The term ""partial evaluation"" in the context of AI and computer science refers to a program optimization technique where a program is executed as far as possible with known inputs, producing a more efficient program. The translation ""部分求值"" directly corresponds to this concept, as ""求值"" means ""evaluation"" in the mathematical or computational sense, which is crucial for maintaining the technical accuracy of the term. The other candidates, such as ""部分评价"" (partial review) and ""部分评估"" (partial assessment), do not capture the computational aspect of ""evaluation"" and are more aligned with general assessment or review, which is not suitable in this AI context.
```","['Partial review', 'partial assessment', 'local assessment', 'partial evaluation']"
173,primal-dual algorithm,"[{'word': '原始-对偶算法', 'ratio': 0.6666666666666666}, {'word': '原始对偶算法', 'ratio': 0.2222222222222222}, {'word': '原对偶算法', 'ratio': 0.1111111111111111}]",原始对偶算法,原始-对偶算法,"```
1. Candidate: ""原始对偶算法""
2. Explanation: The term ""原始对偶算法"" is the best fit for translating ""primal-dual algorithm"" in the context of AI and optimization. This candidate maintains the semantic integrity of the original term by directly translating ""primal"" to ""原始"" and ""dual"" to ""对偶,"" which are standard translations in mathematical optimization contexts. The absence of a hyphen in ""原始对偶算法"" aligns with common Chinese terminology usage, making it more natural and widely accepted in academic and professional settings. Additionally, the back translation ""primal dual algorithm"" accurately reflects the original English term, ensuring contextual fit and clarity in the AI domain.
```","['Primal-dual algorithm', 'primal dual algorithm', 'primal dual algorithm']"
174,recurrent dynamic,"[{'word': '循环动态', 'ratio': 0.75}, {'word': '递归动态', 'ratio': 0.125}, {'word': '循环动力学', 'ratio': 0.125}]",循环动力学,循环动态,"```
1. Candidate: 循环动力学
2. Explanation: ""循环动力学"" is the best translation candidate because it accurately captures the concept of ""recurrent dynamic"" in the context of AI and machine learning. The term ""循环"" (cyclic) aligns well with the idea of cycles or repeated patterns, which is essential in understanding dynamic systems that do not necessarily converge. ""动力学"" (dynamics) is a precise translation for ""dynamic"" in the context of systems and processes, especially in scientific and technical fields. This translation maintains semantic accuracy and fits well within the AI domain, where understanding the behavior of systems over time is crucial.
```","['Recursive dynamics', 'Cyclic Dynamics', 'Circular dynamics']"
175,regret bound,"[{'word': '遗憾界', 'ratio': 0.5}, {'word': '遗憾界限', 'ratio': 0.3333333333333333}, {'word': '后悔界限', 'ratio': 0.16666666666666666}]",遗憾界限,遗憾界,"```
1. Candidate: ""遗憾界限""
2. Explanation: ""遗憾界限"" is the best translation candidate for ""regret bound"" in the context of AI and machine learning. The term ""遗憾"" (regret) accurately captures the concept of regret in decision-making processes, which is a common term in reinforcement learning and online learning algorithms. ""界限"" (boundary) aligns well with the mathematical notion of a bound, which refers to a limit or constraint. This translation maintains semantic accuracy and is contextually appropriate for the AI domain, where ""regret"" is a measure of the difference between the actual performance and the optimal performance over time.
```","['world of regret', 'Regret Boundary', 'regret boundary', 'Regret the bondage']"
176,regret minimization,"[{'word': '遗憾最小化', 'ratio': 0.8333333333333334}, {'word': '后悔最小化', 'ratio': 0.16666666666666666}]",后悔最小化,遗憾最小化,"```
1. Candidate: ""后悔最小化""
2. Explanation: ""后悔最小化"" is the best translation for ""regret minimization"" in the context of AI and game theory. In the AI domain, ""regret"" often refers to the difference between the actual outcome and the best possible outcome in hindsight. ""后悔"" accurately captures this notion of regret in decision-making processes, which is crucial for understanding concepts like coarse correlated equilibria and policy optimization. Additionally, ""后悔最小化"" aligns well with the back translation ""Minimize regret,"" ensuring semantic accuracy and contextual fit.
```","['Minimize regret', 'Minimize regret']"
177,roll-out policy,"[{'word': '展开策略', 'ratio': 0.5714285714285714}, {'word': '执行策略', 'ratio': 0.14285714285714285}, {'word': '回放策略', 'ratio': 0.14285714285714285}, {'word': '回滚策略', 'ratio': 0.14285714285714285}]",回滚策略,展开策略,"```
1. Candidate: ""回滚策略""

2. Explanation: In the context of AI, particularly in reinforcement learning and Monte Carlo search methods, a ""roll-out policy"" refers to a strategy used to simulate or sample future actions from a given state to evaluate potential outcomes. The term ""回滚策略"" (Rollback strategy) captures this concept well, as it implies a strategy that involves simulating or ""rolling back"" through potential actions to assess their effects. This aligns with the AI domain-specific usage where the roll-out policy is used to explore possible future states and their probabilities. The back translation ""Rollback strategy"" also maintains the semantic meaning, making it a suitable choice for this context.
```","['rollout policy', 'Rollback strategy', 'Expand strategy', 'Replay strategy', 'execution strategy']"
178,seq2seq model,"[{'word': '序列到序列模型', 'ratio': 0.6}, {'word': 'seq2seq模型', 'ratio': 0.4}]",seq2seq模型,序列到序列模型,"```
1. Candidate: ""seq2seq模型""
2. Explanation: The term ""seq2seq模型"" is the best fit for translating ""seq2seq model"" in the context of AI and machine learning. This is because ""seq2seq"" is a well-known abbreviation in the AI community, and using the abbreviation maintains the technical precision and familiarity for Chinese-speaking professionals in the field. The back translation ""seq2seq model"" indicates that the original meaning is preserved without introducing any ambiguity. In AI literature, it is common to retain such abbreviations to ensure clarity and consistency across languages, especially when the term is widely recognized in its abbreviated form.
```","['sequence-to-sequence model', 'seq2seq model']"
179,sequential decision making,"[{'word': '序列决策', 'ratio': 0.5}, {'word': '序贯决策', 'ratio': 0.3333333333333333}, {'word': '顺序决策', 'ratio': 0.16666666666666666}]",序贯决策,序列决策,"```
1. Candidate: 序贯决策
2. Explanation: The term ""sequential decision making"" in the context of AI, particularly in reinforcement learning, refers to the process of making a series of decisions over time, where each decision may depend on the outcome of previous decisions. The candidate ""序贯决策"" accurately captures this concept, as ""序贯"" implies a sequence or order that is inherently linked, which aligns well with the idea of decisions being made in a sequence where each decision is contingent on the previous ones. This term is commonly used in the AI domain to describe processes where decisions are made in a step-by-step manner, making it the most semantically accurate and contextually appropriate choice.
```","['sequential decision making', 'sequential decision making', 'sequence decision']"
180,similarity function,"[{'word': '相似性函数', 'ratio': 0.6666666666666666}, {'word': '相似度函数', 'ratio': 0.3333333333333333}]",相似度函数,相似性函数,"```
1. Candidate: 相似度函数
2. Explanation: ""相似度函数"" is the best translation candidate because it accurately captures the mathematical and quantitative nature of the term ""similarity function"" in the AI domain. The term ""度"" (degree) implies a measurable quantity, which aligns with the context of comparing vectors or patterns quantitatively. This is crucial in AI, where similarity is often computed as a numerical value. The back translation to ""similarity function"" confirms its semantic accuracy and contextual fit.
```","['similarity function', 'similarity function', 'similarity function']"
181,span,"[{'word': '张成', 'ratio': 0.625}, {'word': '生成的空间', 'ratio': 0.125}, {'word': '生成子空间', 'ratio': 0.125}, {'word': '生成空间', 'ratio': 0.125}]",生成子空间,张成,"```
1. Candidate: 生成子空间
2. Explanation: The term ""span"" in the context of linear algebra and AI typically refers to the subspace generated by a set of vectors or the columns of a matrix. The candidate ""生成子空间"" directly translates to ""generate subspace,"" which accurately captures the mathematical concept of a span as the subspace formed by linear combinations of vectors. This translation maintains both semantic accuracy and contextual fit within the AI domain, where precise mathematical terminology is crucial.
```","['generated space', 'Zhang Cheng', 'span', 'Generate space', 'Generate subspace']"
182,syntactic dependency parsing,"[{'word': '句法依赖解析', 'ratio': 0.5}, {'word': '句法依存分析', 'ratio': 0.3333333333333333}, {'word': '句法依存解析', 'ratio': 0.16666666666666666}]",句法依存解析,句法依赖解析,"```
1. Candidate: 句法依存解析
2. Explanation: The term ""句法依存解析"" is the best fit for ""syntactic dependency parsing"" because it directly translates to ""Syntactic dependency parsing"" in the back translation, maintaining both the syntactic and dependency aspects of the original term. In the AI and natural language processing domain, ""解析"" (parsing) is a more precise term than ""分析"" (analysis) for describing the process of breaking down and understanding the syntactic structure of a sentence. This makes it semantically accurate and contextually appropriate for the task described.
```","['syntactic dependency analysis', 'Syntactic dependency parsing', 'Syntactic dependency parsing']"
183,tangent space,"[{'word': '切空间', 'ratio': 0.7142857142857143}, {'word': '切向空间', 'ratio': 0.2857142857142857}]",切线空间,切空间,"```
1. Candidate: 切线空间
2. Explanation: ""切线空间"" is the most semantically accurate translation for ""tangent space"" in the context of AI and mathematics. In differential geometry, which is often applied in AI for manifold learning and other advanced techniques, ""tangent space"" refers to a vector space that ""touches"" a manifold at a given point and is used to approximate the manifold locally. The term ""切线空间"" directly translates to ""tangent space"" and is widely recognized in mathematical and AI literature in Chinese. The back translation to ""tangent space"" confirms its accuracy and appropriateness in the given context, ensuring that the technical meaning is preserved without introducing ambiguity.
```","['tangent space', 'tangential space', 'cut space']"
184,word alignment,"[{'word': '单词对齐', 'ratio': 0.5}, {'word': '词对齐', 'ratio': 0.5}]",词对齐,单词对齐,"```
1. Candidate: 词对齐
2. Explanation: ""词对齐"" is the best translation candidate for ""word alignment"" in the context of AI and machine translation. This term is widely used in the field to describe the process of aligning words between two languages, such as in statistical machine translation models like IBM Model 4. The term ""词"" (word) is more commonly used in technical contexts to refer to words in a linguistic or computational sense, whereas ""单词"" can sometimes imply a more general or educational context. Additionally, ""词对齐"" is a standard term in the literature and aligns well with the back translation, maintaining semantic accuracy and contextual fit within the AI domain.
```","['word alignment', 'word alignment']"
