Index,English,French
722,Pointwise Mutual Information,Information Mutuelle Point à Point
723,Poisson binomial distribution,distribution binomiale de Poisson
724,Poisson distribution,distribution de Poisson
725,Poisson matting,matting de Poisson
726,Poisson model,modèle de Poisson
727,Poisson point process,processus ponctuel de Poisson
728,Poisson process,processus de Poisson
729,Poisson random variable,variable aléatoire de Poisson
730,Poisson rate,taux de Poisson
731,Poisson regression,régression de Poisson
732,Poisson sampling,échantillonnage de Poisson
733,Potts model,modèle de Potts
734,Prim's algorithm,algorithme de Prim
735,Prolog,Prolog
736,Prop-Bank,Prop-Bank
737,Proposition,Proposition
738,Proximal Policy Optimization,algorithme PPO
739,PubMed,PubMed
740,Py-Torch,PyTorch
741,PyTorch,PyTorch
742,Q function,fonction Q
743,Q value,valeur Q
744,Q-learning,apprentissage par fonction Q
745,Q-network,réseau Q
746,QA,QA
747,QED,QED
748,QR code,code QR
749,QR decomposition,décomposition QR
750,QR factorization,factorisation QR
751,QUOREF,QUOREF
752,Quality Estimation,Estimation de la qualité
753,Query expansion,expansion de requête
754,Question Answering,question-réponse
755,R-Precision,R-Précision
756,REALM,REALM
757,RFID,identification par radiofréquence
758,RGF,RGF
759,RIPPER algorithm,algorithme RIPPER
760,RMSProp,RMSProp
761,RNSum,RNSum
762,ROC curve,courbe caractéristique de la performance d'un test
763,ROUGE,ROUGE
764,RSA,RSA
765,Rabin-Karp algorithm,algorithme de Rabin-Karp
766,Rademacher average,moyenne de Rademacher
767,Rademacher complexity,complexité de Rademacher
768,Radon-Nikodym derivative,dérivée de Radon-Nikodym
769,Rand similarity coefficient,coefficient de similarité de Rand
770,Random Forest classifier,classificateur de forêt aléatoire
771,RankBoost,algorithme RankBoost
772,Rao-Blackwellization,Rao-Blackwellisation
773,ReLU,redresseur demi-onde
774,Reading Comprehension,Compréhension de lecture
775,Receiver Operating Characteristic Curve,Courbe caractéristique de fonctionnement du récepteur
776,Recognizing Textual Entailment,Reconnaissance de l'implication textuelle
777,Recurrent layer,Couche récurrente
778,Reformer,Reformer
779,Regressor,Régressor
780,ResNeXt,ResNeXt
781,ResNet,réseau neuronal résiduel
782,RetNet,RetNet
783,Rete algorithm,algorithme Rete
784,Retrieval-Augmented Generation,Génération Augmentée par Récupération
785,Rhetorical Structure Theory,Théorie de la Structure Rhétorique
786,Riemannian geometry,géométrie riemannienne
787,Riemannian gradient,gradient riemannien
788,Riemannian manifold,variété riemannienne
789,Robertson-Webb model,modèle de Robertson-Webb
790,Routing Transformer,Transformer de routage
791,Rprop,Rprop
792,Runge-Kutta,Runge-Kutta
793,Runge-Kutta method,méthode de Runge-Kutta
794,Rényi entropy,entropie de Rényi
795,S node,nœud S
796,S-expression,expression s
797,SARSA,SARSA
798,SHAP analysis,analyse SHAP
799,SHAP library,bibliothèque SHAP
800,SLD resolution,SLD-résolution
801,SMCalFlow,SMCalFlow
802,SPARQL,SPARQL
803,STING clustering,algorithme de regroupement STING
804,STRIPS,STRIPS
805,SUTD,SUTD
806,SVAMP,SVAMP
807,Sammon mapping,cartographie de Sammon
808,Scheffé's method,méthode de Scheffé
809,Schur complement,complément de Schur
810,Schuster periodogram,périodogramme de Schuster
811,Scikit-learn,scikit-learn
812,Self-supervised learning,apprentissage autosupervisé
814,Semantic Scholar,Semantic Scholar
815,Semantic Web,web sémantique
816,Sentence-Piece,Sentence-Piece
817,Seq2Seq,Seq2Seq
818,Set Cover,Couverture d'ensemble
819,Shannon entropy,entropie de Shannon
820,Shapley additive explanations,explications additives de Shapley
821,Shapley value,valeur de Shapley
822,Shapley values,valeurs de Shapley
823,Sherman-Morrison formula,formule de Sherman-Morrison
824,Sherman-Morrison-Woodbury formula,formule de Sherman-Morrison-Woodbury
825,Siamese architecture,architecture siamoise
826,Siamese network,réseau siamois
828,Simpson's paradox,effet de Yule-Simpson
829,Sinkhorn algorithm,algorithme de Sinkhorn
830,Skolem function,fonction de Skolem
831,Sobel operator,algorithme de Sobel
832,Softmax layer,couche Softmax
833,Sparse Transformer,Sparse Transformer
834,Sparse reconstruction,Reconstruction éparse
835,Sparsemax,Sparsemax
836,Spearman correlation,Corrélation de Spearman
837,Spearman rank correlation,corrélation de rang de Spearman
838,Spearman's correlation,corrélation de Spearman
839,Spearman's correlation coefficient,coefficient de corrélation de Spearman
840,Spearman's rank correlation coefficient,coefficient de corrélation des rangs de Spearman
841,Squared Exponential kernel,noyau exponentiel au carré
842,Stanford Parser,Stanford Parser
843,Stanford Question Answering Dataset,Stanford Question Answering Dataset
844,Stanford Sentiment Treebank,Stanford Sentiment Treebank
845,Stanford dependency,dépendance Stanford
846,Stanford dependency framework,cadre de dépendance Stanford
847,Stanford dependency parser,analyseur de dépendances de Stanford
848,State-of-the-art,à la pointe de la technologie
849,Statistical Machine Translation,Traduction Automatique Statistique
850,Stein's paradox,paradoxe de Stein
851,Stein-Chen method,méthode de Stein-Chen
852,Story Cloze Test,Test de cloze d'histoires
853,Strassen algorithm,algorithme de Strassen
854,Structure from motion,Structure à partir du mouvement
855,Student's t-test,test de Student
856,Subgraph,Sous-graphe
857,Submodularity,Sous-modularité
858,Swin transformer,transformateur Swin
859,Swin-S,Swin-S
860,T5 model,modèle T5
861,T5-11B,T5-11B
862,T5-11B model,modèle T5-11B
863,T5-Large,T5-Large
864,T5-base,T5-base
865,T5-base model,modèle T5-base
866,T5-large model,modèle T5-large
867,Tacotron2,Tacotron2
868,Tanh,Tanh
869,Taylor approximation,approximation de Taylor
870,TensorBoard,tableau de bord TensorFlow
871,TensorFlow,TensorFlow
872,TensorFlow playground,TensorFlow playground
873,TensorFlow serving,serveur TensorFlow
874,Text Classification,Classification de texte
875,Text Summarization,Résumé de texte
876,Text-to-Text Transfer Transformer,Transformateur de transfert texte-à-texte
877,Theano,Theano
879,Thompson sampling,échantillonnage de Thompson
880,TinyML,AA minuscule
881,Toeplitz matrix,matrice de Toeplitz
882,Topic Detection and Tracking,Détection et Suivi de Thèmes
883,Transformer architecture,modèle autoattentif
884,Transformer block,bloc Transformer
885,Transformer decoder,décodeur Transformer
886,Transformer encoder,encodeur Transformer
887,Transformer-based language model,modèle de langage basé sur Transformer
888,Transformer-based model,modèle basé sur Transformer
889,Transformer-like,similaire aux transformeurs
890,Traveling Salesman Problem,Problème du voyageur de commerce
891,TreeDST,TreeDST
892,Triggering Model,Modèle de déclenchement
893,Tucker decomposition,décomposition de Tucker
894,Tukey's honest significance test,Test différence significative honnête de Tukey
895,Tukey's range test,méthode de Tukey
896,Turing machine,machine de Turing
897,Turing reduction,réduction de Turing
898,Turing test,test de Turing
899,U-Net,U-Net
900,U-statistic,U-statistique
901,Universal dependency,dépendance universelle
902,Upper Confidence Bound,borne supérieure de confiance
903,VALSE,VALSE
904,VC dimension,dimension de Vapnik-Chervonenkis
905,VFL,VFL
906,VGG-16,VGG-16
907,Vandermonde matrix,matrice de Vandermonde
908,Vertex Cover,Couverture de sommets
909,ViLBERT,ViLBERT
910,Viola & Jones method,méthode de Viola et Jones
911,Vision Transformer,réseau autoattentif pour la vision
912,Visual Question Answering,Réponse à des questions visuelles
913,VisualBERT,VisualBERT
914,Viterbi,Viterbi
915,Viterbi algorithm,algorithme de Viterbi
916,Viterbi decoding,décodage de Viterbi
917,Voronoi diagram,diagramme de Voronoï
918,Wagner–Fischer algorithm,algorithme de Wagner-Fischer
919,Waltz algorithm,algorithme de Waltz
920,Wasserstein distance,distance de Wasserstein
921,Weibull,Weibull
922,Weibull distribution,loi de Weibull
923,Weisfeiler-Lehman test,test de Weisfeiler-Lehman
924,Weka,Weka
925,Wiener process,processus de Wiener
927,Wilcoxon rank sum test,test de la somme des rangs de Wilcoxon
928,Wilcoxon signed-rank test,test des rangs signés de Wilcoxon
929,Winograd Schema,schéma de Winograd
930,Winograd Schema Challenge,défi du schéma de Winograd
931,Winogrande,Winogrande
932,Wizard of Oz experiment,expérience du Magicien d'Oz
933,Wizard of Oz method,méthode du magicien d'Oz
934,Woodbury matrix identity,identité de Woodbury
935,Word Mover's Distance,Distance de déplacement des mots
936,Word2Vec,mot-à-vecteur
937,XLM,XLM
938,XLNet,XLNet
939,XNOR gate,porte XNOR
940,Xavier initialization,initialisation de Xavier
941,YOLO,YOLO
942,Z-score,Z-score
943,Zipf,Zipf
944,Zipf distribution,distribution de Zipf
945,Zipf's law,loi de Zipf
946,abductive explanation,explication abductive
947,abductive logic programming,programmation logique abductive
948,abductive reasoning,abduction
949,ablation,ablation
950,ablation analysis,analyse d'ablation
951,ablation experiment,expérience d'ablation
952,abstract data type,type abstrait
953,abstraction,abstraction
954,abstraction and reasoning corpus,corpus d'Abstraction et de Raisonnement
955,abstraction heuristic,heuristique d'abstraction
956,abstraction predicate,prédicat d'abstraction
957,abstractive summarization,résumé abstrait
958,accelerated gradient descent,descente de gradient accélérée
959,acceptance function,fonction d'acceptation
960,acceptance probability,probabilité d'acceptation
961,acceptance region,intervalle d'acceptation
962,acceptance sampling,échantillonnage pour acceptation
963,accumulated error,erreur accumulée
964,accuracy,exactitude
966,acoustic feature,caractéristique acoustique
967,acoustic model,modèle acoustique
968,acquisition function,fonction d'acquisition
969,action classification,classification d'action
970,action embedding,embedding d'action
971,action learning,apprentissage par l'action
972,action model learning,apprentissage du modèle d'action
973,action recognition,reconnaissance d'action
974,action sequence,séquence d'action
975,action set,ensemble d'actions
976,action space,espace d'action
977,action-value function,fonction de valeur d'action
978,actionability,actionnabilité
979,activate,activation
980,activation,activation
981,activation function,fonction d'activation
982,activation level,niveau d'activation
983,activation matrix,matrice d'activation
984,activation vector,vecteur d'activation
985,active learning,apprentissage actif
986,active learning loop,boucle d'apprentissage actif
987,active set,ensemble actif
988,activity detection,détection d'activité
989,activity recognition,reconnaissance d'activité
990,actor,acteur
991,actor critic algorithm,algorithme acteur-critique
992,actor network,réseau acteur
993,actor-based programming,programmation par acteurs
994,actor-critic framework,cadre acteur-critique
995,actor-critic method,méthode acteur-critique
996,actuator,actionneur
997,acyclic graph,graphe acyclique
998,adadelta,adadelta
999,adapter-based fine-tuning,ajustement basé sur des adaptateurs
1000,adaptive AI,IA adaptative
1001,adaptive algorithm,algorithme adaptatif
1002,adaptive artificial intelligence,intelligence artificielle adaptative
1003,adaptive boosting algorithm,algorithme de boosting adaptatif
1004,adaptive gradient,gradient adaptatif
1005,adaptive learning environment,environnement d’apprentissage adaptatif
1006,adaptive system,système adaptatif
1007,adaptive thresholding,seuillage adaptatif
1008,additive Gaussian noise,bruit gaussien additif
1009,additive noise,bruit additif
1010,adjacency,adjacence
1011,adjacency matrix,matrice d'adjacence
1012,adjusted R-squared,R carré ajusté
1013,adjusted mean,moyenne corrigée
1014,admissible decision rule,règle de décision admissible
1015,admissible heuristic,heuristique admissible
1016,advantage function,fonction d'avantage
1017,advcl,advcl
1019,adversarial attack,attaque adverse
1020,adversarial dataset,ensemble de données adversarial
1021,adversarial example,exemple adversarial
1022,adversarial filtering,filtrage adversarial
1023,adversarial input,entrée adversariale
1024,adversarial learning,apprentissage adversarial
1025,adversarial loss,perte adversariale
1026,adversarial machine learning,apprentissage antagoniste
1027,adversarial network,réseau adversarial
1028,adversarial perturbation,perturbation adversariale
1029,adversarial prompt,prompt adversarial
1030,adversarial robustness,robustesse adversariale
1031,adversarial training,entraînement contradictoire
1032,adversary,adversaire
1033,advmod,advmod
1034,affective computing,informatique affective
1035,affective conversational interface,interface conversationnelle affective
1036,affine,affine
1037,affine subspace,sous-espace affine
1038,affine transform,transformation affine
1039,affine transformation,transformation affine
1040,affinity matrix,matrice d'affinité
1041,affinity measure,mesure d'affinité
1042,agent,agent
1043,agent architecture,architecture d'agents
1044,agent learning,apprentissage d'agent
1045,agent policy,politique d'agent
1046,agent's policy,politique de l'agent
1047,agent-based model,modèle basé sur les agents
1048,agentic AI,IA agentique
1049,aggregate data,donnée agrégée
1050,aggregate function,fonction agrégée
1051,aggregation,agrégation
1052,aggregation function,fonction d'agrégation
1053,aleatoric uncertainty,incertitude aléatoire
1054,algebraic simplification,simplification algébrique
1056,algorithm class,classe d'algorithmes
1057,algorithm design,conception d'algorithmes
1058,algorithmic approach,approche algorithmique
1059,algorithmic auditing,audit algorithmique
1060,algorithmic bias,biais algorithmique
1061,algorithmic decision-making,décision algorithmique
1062,algorithmic fairness,équité algorithmique
1063,algorithmic learning theory,théorie de l'apprentissage algorithmique
1064,algorithmic probability,probabilité algorithmique
1065,algorithmic reasoning,algorithmique
1066,algorithmic stability,stabilité algorithmique
1068,algorithms of pattern extraction,ALOPEX
1069,alias table,table d'alias
1070,alignment algorithm,algorithme d'alignement
1071,alignment model,modèle d'alignement
1072,alpha compositing,composition alpha
1073,alphabet size,taille de l'alphabet
1074,alternating direction method of multipliers,algorithme des directions alternées
1075,alternating least square,moindres carrés alternés
1076,alternating minimization,minimisation alternée
1077,alternative hypothesis,alternative
1078,ambient intelligence,intelligence ambiante
1079,ambient space,espace ambiant
1080,ambiguity,ambiguïté
1081,analogical reasoning,raisonnement analogique
1082,analogy-based learning,apprentissage analogique
1084,analysis of algorithms,analyse des algorithmes
1085,anaphor,anaphore
1086,anaphora resolution,résolution d'anaphore
1087,anaphoric reference,référence anaphorique
1088,ancestral sampling,échantillonnage ancestral
1089,anchor,ancre
1090,anchor box,boîte d'ancrage
1091,animat,animat
1092,animat approach,approche animat
1093,annealed importance sampling,échantillonnage d’importance par recuit
1095,annotated corpus,corpus annoté
1096,annotated datum,donnée annotée
1098,annotation artifact,artefact d'annotation
1099,annotation projection,projection d'annotation
1101,annotator,annotateur
1102,annotator bias,biais de l'annotateur
1104,anomaly,anomalie
1105,anomaly detection,détection d'anomalies
1106,anomaly score,score d'anomalie
1107,anonymization,anonymisation
1109,answer set,ensemble de réponses
1110,answer set solver,solveur d'ensemble de réponses
1111,answer span,segment de réponse
1112,answer variable,variable de réponse
1113,ant colony optimization,algorithme de colonies de fourmis
1114,ante-dependence covariance structure,structure de covariance ante-dépendance
1115,antecedent,antécédent
1116,anthropomorphic virtual character,personnage virtuel anthropomorphique
1117,anthropomorphism in AI,anthropomorphisme
1118,anti-monotone constraint,contrainte anti-monotone
1119,antithetic sampling,échantillonnage antithétique
1120,anytime algorithm,algorithme à tout moment
1121,aperture problem,problème d'ouverture
1122,appearance model,modèle d'apparence
