,English,Japanese
870,agent-based model,エージェントベースモデル
871,aggregate function,集約関数
872,aggregation,集約
873,aggregation function,集約関数
874,aleatoric uncertainty,アレアトリック不確実性
43,algorithm,アルゴリズム
876,algorithm class,アルゴリズムクラス
877,algorithm design,アルゴリズム設計
878,algorithmic approach,アルゴリズム的アプローチ
879,algorithmic bias,アルゴリズム的バイアス
880,algorithmic fairness,アルゴリズム的公正性
881,algorithmic stability,アルゴリズムの安定性
882,algorithms,アリゴリズム
883,alias table,エイリアステーブル
884,alignment algorithm,アライメントアルゴリズム
885,alignment model,アライメントモデル
886,alpha compositing,アルファ合成
887,alphabet size,アルファベットサイズ
888,alternating least square,交互最小二乗法
889,alternating minimization,交互最小化
890,ambient space,周囲空間
891,analysis,分析
892,anaphora resolution,指示詞解決
893,anaphoric reference,照応参照
894,ancestral sampling,祖先サンプリング
895,anchor,アンカー
896,anchor box,アンカーボックス
897,annotated,注釈付き
898,annotated corpus,注釈付きコーパス
899,annotated datum,注釈付きデータ
900,annotation,注釈
901,annotation artifact,注釈アーティファクト
902,annotation projection,注釈投影
903,annotations,注釈
904,annotator,アノテーター
905,annotator bias,アノテーターのバイアス
906,annotators,注釈者
907,anomaly detection,異常検知
908,anomaly score,異常スコア
909,answer,応答
910,answer set,解答集合
911,answer set solver,解答集合ソルバー
912,answer span,解答範囲
913,answer variable,解答変数
914,antecedent,前件
915,antithetic sampling,反対称サンプリング
916,anytime algorithm,エニタイムアルゴリズム
917,aperture problem,アパーチャ問題
918,appearance model,外観モデル
919,apprenticeship learning,アプレンティスシップ学習
920,approach,アプローチ
921,approximate inference,近似推論
922,approximate inference algorithm,近似推論アルゴリズム
923,approximate posterior,近似事後分布
924,approximate posterior distribution,近似事後分布
925,approximate similarity search,近似類似検索
926,approximation,近似
927,approximation algorithm,近似アルゴリズム
928,approximation bound,近似境界
929,approximation error,近似誤差
930,approximation factor,近似因子
931,approximation guarantee,近似保証
932,approximation ratio,近似比
933,approximator,近似器
934,arc-factored model,アーク因子モデル
935,architectural modification,アーキテクチャの変更
936,architecture,アーキテクチャ
937,architecture search,アーキテクチャ探索
938,arg max,最大値を取る引数
939,arg min,最小化引数
940,argument,引数
941,argument identification,引数の特定
942,argument relation,引数関係
943,argument structure,引数構造
944,arity,アリティ
945,artificial agent,人工エージェント
50,artificial intelligence,人工知能
946,artificial intelligence system,人工知能システム
947,artificial neural network,人工ニューラルネットワーク
948,aspect,アスペクト
949,assessing,評価
950,assignment problem,割り当て問題
951,association rule,アソシエーションルール
952,association rule mining,アソシエーションルールマイニング
953,asymmetric transformation,非対称変換
954,asymptotic bias,漸近バイアス
955,asymptotic notation,漸近表記
956,asymptotic variance,漸近分散
957,attack success rate,攻撃成功率
51,attention,注意
959,attention distribution,アテンション分布
960,attention function,アテンション関数
961,attention head,アテンションヘッド
962,attention layer,アテンション層
963,attention map,アテンションマップ
964,attention mask,アテンションマスク
965,attention matrix,アテンション行列
966,attention mechanism,アテンションメカニズム
967,attention model,アテンションモデル
968,attention module,アテンションモジュール
969,attention operation,アテンション操作
970,attention pattern,アテンションパターン
971,attention score,アテンションスコア
972,attention value,アテンション値
973,attention weight,アテンション重み
974,attention-based model,注意機構に基づくモデル
975,attribute,属性
976,attribution,帰属
977,augmentation,増強
978,augmented,強化された
979,augmented state space,拡張状態空間
980,auto-regressive language model,自己回帰言語モデル
981,auto-regressive model,自己回帰モデル
982,auto-regressive process,自己回帰過程
983,autocalibration,自動キャリブレーション
984,autocorrelation,自己相関
985,autodiff,自動微分
52,autoencoder,オートエンコーダ
986,automata,オートマトン
987,automated mechanism design,自動メカニズム設計
988,automatic,自動
989,automatic differentiation,自動微分
990,automatic evaluation,自動評価
991,automatic post-editing,自動ポストエディット
53,automatic speech recognition,自動音声認識
992,automatically,自動的に
993,automorphism,自己同型
994,autonomous agent,自律エージェント
995,autonomous vehicle,自律走行車
996,autoregressive decoder,自己回帰デコーダ
997,autoregressive generation,自己回帰生成
998,auxiliary classifier,補助分類器
999,auxiliary loss,補助損失
1000,auxiliary task,補助タスク
1001,auxiliary variable,補助変数
1002,auxillary loss,補助損失
1003,average loss,平均損失
1004,averaged perceptron,平均パーセプトロン
1005,averaged perceptron algorithm,平均パーセプトロンアルゴリズム
1006,axis-aligned rectangle,軸に整列した長方形
1007,back-off strategy,バックオフ戦略
1008,back-propagate,バックプロパゲート
1009,back-propagated gradient,バックプロパゲートされた勾配
1010,back-propagation algorithm,バックプロパゲーションアルゴリズム
1011,back-translation,バックトランスレーション
1012,backbone model,バックボーンモデル
1013,backbone network,バックボーンネットワーク
1014,backdoor,バックドア
1015,backdoor adjustment,バックドア調整
1016,backdoor attack,バックドア攻撃
1017,backdoor sample,バックドアサンプル
1018,background model,背景モデル
1019,background subtraction,背景差分
1020,backoff model,バックオフモデル
1021,backpointer,バックポインタ
1022,backprojection,バックプロジェクション
1023,backprop,バックプロップ
1024,backtracking line search,バックトラッキングラインサーチ
1025,backward pass,バックワードパス
1026,bag of feature,特徴の袋
1027,bag-of-word,バッグ・オブ・ワーズ
1028,bag-of-word model,バッグ・オブ・ワーズモデル
1029,bag-of-word representation,バッグ・オブ・ワーズ表現
1030,bandit,バンディット
1031,bandit feedback,バンディットフィードバック
1032,bandit learning,バンディット学習
1033,bandwidth parameter,帯域幅パラメータ
1034,bart-base,バートベース
1035,bart-large,バート大
1036,barycentric coordinate,バリセントリック座標
1037,base classifier,ベース分類器
1038,base distribution,基底分布
1039,base learner,ベースラーナー
1040,base model,ベースモデル
69,baseline,ベースライン
1041,baseline algorithm,ベースラインアルゴリズム
1042,baseline method,ベースライン手法
1043,baseline model,ベースラインモデル
1044,baseline parser,ベースラインパーサー
1045,baseline policy,ベースラインポリシー
1046,baseline system,ベースラインシステム
1047,baselines,ベースライン
1048,basis function,基底関数
1049,basis vector,基底ベクトル
1050,batch algorithm,バッチアルゴリズム
1051,batch dimension,バッチ次元
1052,batch element,バッチ要素
1053,batch learning,バッチ学習
1054,batch mode,バッチモード
71,batch normalization,バッチ正規化
1055,batch optimization,バッチ最適化
1056,batch processing,バッチ処理
1057,batch setting,バッチ設定
1058,batch training,バッチトレーニング
103,beam search,ビームサーチ
1059,beam search algorithm,ビームサーチアルゴリズム
1060,beam search decoding,ビームサーチデコーディング
1061,beam search decoding algorithm,ビームサーチデコーディングアルゴリズム
1062,beam size,ビームサイズ
1063,beam width,ビーム幅
1064,behavior cloning,行動クローン
1065,behavior policy,行動方針
104,belief propagation,信念伝播
1066,belief state,信念状態
1067,benchmark,ベンチマーク
1068,benchmark dataset,ベンチマークデータセット
1069,benchmark task,ベンチマークタスク
1070,best-first search,最良優先探索
1071,best-first search algorithm,最良優先探索アルゴリズム
120,beta distribution,ベータ分布
1072,beta1,ベータ1
1073,between-class variance,クラス間分散
1074,betweenness,媒介中心性
1075,bi-gram,バイグラム
1076,bi-level optimization,バイレベル最適化
1077,bias,バイアス
1078,bias mitigation,バイアス軽減
1079,bias parameter,バイアスパラメータ
1080,bias term,バイアス項
1081,bias vector,バイアスベクトル
1082,bias-variance tradeoff,バイアス-分散トレードオフ
1083,biased estimator,有偏推定量
1084,biases,バイアス
1085,bibliographic coupling,書誌的結合
1086,bicubic interpolation,バイキュービック補間
1087,bidirectional,双方向
1088,bidirectional Transformer,双方向トランスフォーマー
1089,bidirectional encoder,双方向エンコーダ
1090,bidirectional heuristic search,双方向ヒューリスティック探索
1091,bidirectional model,双方向モデル
1092,bidirectional search,双方向探索
1093,bidirectionality,双方向性
1094,big-O notation,ビッグオー記法
1095,bigram count,バイグラムカウント
1096,bigram language model,バイグラム言語モデル
1097,bijective function,全単射関数
1098,bijective mapping,全単射写像
1099,bilateral filtering,バイラテラルフィルタリング
1100,bilinear,バイリニア
1101,bilinear form,バイリニア形式
1102,bilinear interpolation,バイリニア補間
1103,bilinear model,バイリニアモデル
1104,bilingual model,バイリンガルモデル
1105,binarization,二値化
1106,binary,バイナリ
1107,binary atom,二項原子
1108,binary classification,バイナリ分類
1109,binary classification head,バイナリ分類ヘッド
1110,binary classification problem,バイナリ分類問題
1111,binary classification task,バイナリ分類タスク
1112,binary classifier,バイナリ分類器
1113,binary constraint,バイナリ制約
1114,binary cross entropy,バイナリ交差エントロピー
1115,binary cross-entropy loss,バイナリ交差エントロピー損失
1116,binary decision tree,バイナリ決定木
1117,binary feature,バイナリ特徴
1118,binary label,バイナリラベル
1119,binary matrix,バイナリ行列
1120,binary predicate,バイナリ述語
1121,binary relation,バイナリ関係
1122,binary search,二分探索
1123,binary segmentation,二値セグメンテーション
1124,binary tree,二分木
1125,binary variable,二値変数
1126,binary vector,二値ベクトル
123,binomial distribution,二項分布
1127,bioinformatic,バイオインフォマティクス
1128,biological neural network,生物学的ニューラルネットワーク
1129,bipartite,二部グラフ
1130,bipartite graph,二部グラフ
1131,bipartite matching,二部マッチング
1132,bipartite structure,二部構造
1133,birth-death process,出生・死亡過程
1134,bisection method,二分法
1135,bisimulation,バイシミュレーション
1136,bitext,バイテキスト
1137,bitvector,ビットベクター
1138,black-box,ブラックボックス
1139,black-box model,ブラックボックスモデル
1140,block coordinate descent,ブロック座標降下法
1141,block matrix,ブロック行列
1142,block-diagonal matrix,ブロック対角行列
1143,blur kernel,ブラーカーネル
1144,boosting algorithm,ブースティングアルゴリズム
1145,boosting approach,ブースティングアプローチ
1146,bootstrap learning,ブートストラップ学習
1147,bootstrap resampling,ブートストラップ再サンプリング
1148,bootstrap sample,ブートストラップサンプル
