,word,validated_translation
5685,Stanford Parser,斯坦福解析器
5686,Stanford Question Answering Dataset,斯坦福问答数据集
5687,Stanford Sentiment Treebank,斯坦福情感树库
5682,Stanford dependency,斯坦福依存关系
5683,Stanford dependency framework,斯坦福依存关系框架
5684,Stanford dependency parser,斯坦福依存句法分析器
5713,State-of-the-art,最先进的
5736,Statistical Machine Translation,统计机器翻译
5795,Story Cloze Test,故事完形测试
5812,Structure from motion,从运动中重建结构
5838,Subgraph,子图
5850,Submodularity,次模性
5927,Swin-S,Swin-S
5966,T5 model,T5模型
5967,T5-11B,T5-11B
5968,T5-11B model,T5-11B模型
5971,T5-Large,T5-Large
5969,T5-base,T5-base
5970,T5-base model,T5-base模型
5972,T5-large model,T5-large模型
5984,Tanh,双曲正切
6013,Taylor,泰勒
6014,Taylor approximation,泰勒近似
6015,Taylor's formula,泰勒公式
6063,Text Classification,文本分类
6072,Text Summarization,文本摘要
6079,Text-to-Text Transfer Transformer,文本到文本的迁移变换器
6085,Theano,Theano
6086,Therefore,因此
6095,Tikhonov regularization,Tikhonov正则化
6107,Toeplitz matrix,Toeplitz矩阵
6138,Topic Detection and Tracking,主题检测与跟踪
6205,Transformer architecture,Transformer架构
6206,Transformer block,Transformer块
6207,Transformer decoder,Transformer解码器
6208,Transformer encoder,Transformer编码器
6214,Transformer-based language model,基于变换器的语言模型
6215,Transformer-based model,基于变换器的模型
6216,Transformer-like,类Transformer的
6245,Traveling Salesman Problem,旅行商问题
6257,TreeDST,TreeDST
6266,Triggering Model,触发模型
6281,Tucker decomposition,塔克分解
6284,Turing completeness,图灵完备
6285,Turing machine,图灵机
6286,Turing reduction,图灵归约
6287,Turing test,图灵测试
6293,U-statistic,U统计量
6355,Universal dependency,通用依存关系
6398,Upper Confidence Bound,上置信界
6410,V-structure,V型结构
6421,VALSE,VALSE
6488,VFL,维多利亚足球联赛
6429,Vandermonde matrix,范德蒙德矩阵
6434,Vapnik-Chervonenkis dimension,VC维
6485,Vertex Cover,顶点覆盖
6491,ViLBERT,ViLBERT
6499,Vision Transformer,视觉变换器
6511,Visual Question Answering,视觉问答
6513,VisualBERT,VisualBERT
6514,Viterbi,维特比
6515,Viterbi algorithm,维特比算法
6516,Viterbi decoding,维特比解码
6522,Von Neumann architecture,冯 · 诺伊曼架构
6535,Wasserstein GAN,Wasserstein生成对抗网络
6534,Wasserstein distance,Wasserstein距离
6549,Weibull,韦布尔
6573,Weisfeiler-Lehman test,韦斯费勒-莱曼测试
6579,Wiener process,维纳过程
6580,Wikipedia,维基百科
6581,Wilcoxon signed-rank test,威尔科克森符号秩检验
6584,Winograd Schema,维诺格拉德模式
6585,Winograd Schema Challenge,维诺格拉德模式挑战
6586,Winogrande,Winogrande
6589,Woodbury matrix identity,Woodbury矩阵恒等式
6595,Word Mover's Distance,词移动距离
6611,Word2Vec,Word2Vec
6621,XLM,XLM
6622,XLNet,XLNet
6623,Z-score,Z分数
6641,Zipf,齐普夫
6642,Zipf distribution,齐普夫分布
6643,Zipf's law,齐普夫定律
33,abductive explanation,溯因解释
34,aberration-corrected,像差矫正
35,ablation,消融
36,ablation analysis,消融分析
37,ablation experiment,消融实验
39,absolute loss function,绝对损失函数
40,absolute value rectification,绝对值整流
41,abstraction,抽象
42,abstraction heuristic,抽象启发式
43,abstractive summarization,生成式摘要
44,accelerated gradient descent,加速梯度下降
45,accept-reject sampling method,接受-拒绝抽样法
46,acceptance distribution,接受分布
47,acceptance function,接受函数
48,acceptance probability,接受概率
49,access parameters,访问参数
50,accumulated error,累积误差
51,accumulated error backpropagation,累积误差反向传播
52,accuracy,准确率
53,achieves,达到
54,acoustic,声学
55,acoustic feature,声学特征
56,acoustic model,声学模型
57,acoustic modeling,声学建模
58,acquisition function,采集函数
59,action,动作
60,action classification,动作分类
61,action embedding,动作嵌入
62,action recognition,动作识别
63,action sequence,动作序列
64,action set,动作集合
65,action space,动作空间
66,action value function,动作价值函数
67,action-value function,动作价值函数
68,actionability,可操作性
69,actionism,行为主义
70,activation,活性值
71,activation function,激活函数
72,activation matrix,激活矩阵
73,activation vector,激活向量
74,active learning,主动学习
75,active learning loop,主动学习循环
76,active machine learning,主动机器学习
77,active set,活跃集
78,activity detection,活动检测
79,activity recognition,活动识别
80,actor,演员
81,actor critic algorithm,行动者-评论家算法
82,actor network,行动者网络
83,actor-critic algorithm,演员-评论员算法
84,actor-critic framework,行动者-评论家框架
85,actor-critic method,演员-评论员法
94,adapter-based fine-tuning,基于适配器的微调
95,adaptive bitrate algorithm,自适应比特率算法
96,adaptive boosting,AdaBoost
97,adaptive boosting algorithm,自适应提升算法
98,adaptive fuzzy neural network,自适应模糊神经网络
99,adaptive gradient algorithm,AdaGrad
100,adaptive moment estimation algorithm,Adam算法
101,adaptive neuro fuzzy inference system,自适应神经模糊推理系统
102,adaptive resonance theory,自适应谐振理论
103,adaptive sampling,自适应采样
104,adaptive thresholding,自适应阈值处理
106,additive Gaussian noise,加性高斯噪声
107,additive model,加性模型
108,additive noise,加性噪声
109,adjacency,邻接
110,adjacency matrix,邻接矩阵
112,advantage function,优势函数
113,advcl,状语从句
114,adversarial,对抗
115,adversarial attack,对抗攻击
116,adversarial dataset,对抗数据集
117,adversarial example,对抗样本
118,adversarial filtering,对抗性过滤
119,adversarial input,对抗性输入
120,adversarial learning,对抗学习
121,adversarial loss,对抗损失
122,adversarial network,对抗网络
123,adversarial networks,对抗网络
124,adversarial perturbation,对抗扰动
125,adversarial prompt,对抗性提示
126,adversarial robustness,对抗鲁棒性
127,adversarial training,对抗训练
128,adversary,对手
129,advmod,状语修饰语
130,affine,仿射
131,affine layer,仿射层
132,affine subspace,仿射子空间
133,affine transform,仿射变换
134,affine transformation,仿射变换
135,affinity matrix,亲和矩阵
136,affinity measure,亲和度度量
137,agent,智能体
138,agent architecture,智能体架构
139,agent learning,智能体学习
140,agent policy,智能体策略
141,agent's policy,智能体的策略
142,agent-based model,基于代理的模型
143,agglomerative,聚合
144,aggregate function,聚合函数
145,aggregation,聚合
146,aggregation function,聚合函数
147,agnostic PAC learnable,不可知PAC可学习
149,aleatoric uncertainty,随机不确定性
152,algorithm,算法
153,algorithm class,算法类
154,algorithm design,算法设计
155,algorithmic approach,算法方法
156,algorithmic bias,算法偏见
157,algorithmic fairness,算法公平性
158,algorithmic stability,算法稳定性
159,algorithms,算法
160,alias table,别名表
161,alignment algorithm,对齐算法
162,alignment model,对齐模型
163,almost everywhere,几乎处处
164,almost sure,几乎必然
165,almost sure convergence,几乎必然收敛
166,alpha compositing,α合成
168,alphabet size,字母表大小
170,alternating least square,交替最小二乘法
171,alternating minimization,交替最小化
172,alternative splicing dataset,选择性剪接数据集
173,ambient space,环境空间
175,ambiguity,分歧
176,analysis,分析
177,analytic gradient,解析梯度
178,anaphora resolution,指代消解
179,anaphoric reference,指代引用
180,ancestral sampling,原始采样
181,anchor,锚点
182,anchor box,锚框
183,annealed importance sampling,退火重要采样
184,annotated,注释的
185,annotated corpus,注释语料库
186,annotated datum,注释数据
187,annotation,注释
188,annotation artifact,注释伪影
189,annotation projection,注释投影
190,annotations,注释
191,annotator,标注者
192,annotator bias,标注者偏差
193,annotators,标注者
194,anomaly detection,异常检测
195,anomaly score,异常分数
196,answer,答案
197,answer set,答案集
199,answer set solver,答案集求解器
200,answer span,答案范围
201,answer variable,答案变量
202,antecedent,前件
203,antithetic sampling,对偶采样
204,anytime algorithm,随时算法
205,aperiodic,非周期的
206,aperiodic graph,非周期性图
207,aperture problem,光圈问题
209,appearance model,外观模型
210,application-specific integrated circuit,专用集成电路
211,apprenticeship learning,学徒学习
212,approach,方法
213,approximate Bayesian computation,近似贝叶斯计算
214,approximate dynamic programming,近似动态规划
215,approximate inference,近似推断
216,approximate inference algorithm,近似推断算法
217,approximate posterior,近似后验
218,approximate posterior distribution,近似后验分布
219,approximate probabilistic models,近似概率模型
220,approximate similarity search,近似相似性搜索
221,approximation,近似
222,approximation algorithm,近似算法
223,approximation bound,近似界限
224,approximation error,近似误差
225,approximation factor,近似因子
226,approximation guarantee,近似保证
227,approximation ratio,近似比率
228,approximator,近似器
232,arc-factored model,弧因子模型
234,architectural modification,架构修改
235,architecture,架构
236,architecture search,架构搜索
238,area under ROC curve,AUC
240,arg max,最优解
241,arg min,取最小值
242,argument,论元
243,argument identification,论元识别
244,argument relation,论元关系
245,argument structure,论元结构
246,arithmetic coding,算术编码
247,arity,元数
248,artificial agent,人工智能体
249,artificial general intelligence,通用人工智能
250,artificial intelligence,人工智能
251,artificial intelligence system,人工智能系统
252,artificial neural network,人工神经网络
253,artificial neuron,人工神经元
254,artificial neurons,人工神经元
255,artificial synapses,人工突触
256,aspect,方面
257,assessing,评估
258,assignment problem,指派问题
259,association analysis,关联分析
260,association rule,关联规则
261,association rule mining,关联规则挖掘
262,associative memory,联想记忆
263,associative memory model,联想记忆模型
264,asymmetric transformation,非对称变换
265,asymptotic bias,渐近偏差
266,asymptotic notation,渐近符号
267,asymptotic variance,渐近方差
268,asymptotically unbiased,渐近无偏
269,asynchronous,异步
270,asynchronous stochastic gradient descent,异步随机梯度下降
271,atrous convolution,空洞卷积
272,attack success rate,攻击成功率
273,attention,注意力
275,attention cue,注意力提示
276,attention distribution,注意力分布
277,attention function,注意力函数
278,attention head,注意力头
279,attention layer,注意力层
280,attention map,注意力图
281,attention mask,注意力掩码
282,attention matrix,注意力矩阵
283,attention mechanism,注意力机制
284,attention model,注意力模型
285,attention module,注意力模块
286,attention operation,注意力操作
287,attention pattern,注意力模式
288,attention score,注意力分数
289,attention value,注意力值
290,attention weight,注意力权重
291,attention-based,基于注意力的
292,attention-based model,基于注意力的模型
293,attractor,吸引点
294,attribute,属性
295,attribute conditional independence assumption,属性条件独立性假设
296,attribute space,属性空间
297,attribute value,属性值
298,attribution,归因
299,augmentation,增强
300,augmented,增强的
301,augmented Lagrangian,增广拉格朗日法
302,augmented state space,增强状态空间
303,auto-regressive language model,自回归语言模型
304,auto-regressive model,自回归模型
305,auto-regressive network,自回归网络
306,auto-regressive process,自回归过程
307,autocalibration,自校准
308,autocorrelation,自相关
309,autodiff,自动微分
310,autoencoder,自编码器
311,automata,自动机
312,automated mechanism design,自动化机制设计
313,automatic,自动的
314,automatic differentiation,自动微分
315,automatic evaluation,自动评估
316,automatic post-editing,自动后编辑
317,automatic speech recognition,自动语音识别
318,automatic summarization,自动摘要
319,automatically,自动地
320,automating synthetic planning,自动化综合规划
321,automation,自动化
322,automorphism,自同构
323,autonomous agent,自主智能体
324,autonomous decision-making,自主决策
326,autonomous vehicle,自动驾驶汽车
327,autoregressive decoder,自回归解码器
328,autoregressive generation,自回归生成
329,autoregressive generative model,自回归生成模型
330,autoregressive model,自回归模型
331,autoregressive process,自回归过程
332,auxiliary classifier,辅助分类器
333,auxiliary loss,辅助损失
334,auxiliary task,辅助任务
335,auxiliary variable,辅助变量
336,auxillary loss,辅助损失
337,average gradient,平均梯度
338,average loss,平均损失
340,average pooling layer,平均汇聚层
342,average-pooling,平均汇聚
343,averaged perceptron,平均感知器
344,averaged perceptron algorithm,平均感知器算法
345,axis-aligned rectangle,轴对齐矩形
349,back propagation,反向传播
350,back propagation algorithm,反向传播算法
351,back propagation through time,随时间反向传播
352,back-off,回退
353,back-off strategy,回退策略
354,back-propagate,反向传播
355,back-propagated gradient,反向传播梯度
356,back-propagation algorithm,反向传播算法
357,back-translation,反向翻译
359,backbone model,主干模型
360,backbone network,主干网络
361,backdoor,后门
362,backdoor adjustment,后门调整
363,backdoor attack,后门攻击
364,backdoor sample,后门样本
365,background model,背景模型
366,background subtraction,背景减除
367,backoff model,回退模型
368,backpointer,回溯指针
369,backprojection,反投影
370,backprop,反向传播
372,backtracking line search,回溯线搜索
373,backward,后向
374,backward induction,反向归纳
375,backward pass,反向传递
376,backward search,反向搜索
377,bag of feature,特征袋
378,bag of words,词袋
379,bag-of-word,词袋模型
380,bag-of-word model,词袋模型
381,bag-of-word representation,词袋表示
382,bagging,袋装
383,balanced accuracy,平衡精度
384,bandgap energy,带隙能量
385,bandit,赌博机
386,bandit feedback,多臂老虎机反馈
387,bandit learning,多臂老虎机学习
388,bandpass filter,带通滤波器
389,bandwidth parameter,带宽参数
391,bart-base,bart-base模型
392,bart-large,bart-large模型
393,barycentric coordinate,重心坐标
394,base,基
395,base classifier,基分类器
396,base distribution,基础分布
397,base learner,基学习器
398,base learning algorithm,基学习算法
399,base model,基础模型
400,base vector,基向量
401,baseline,基准
402,baseline algorithm,基准算法
403,baseline method,基准方法
404,baseline model,基线模型
405,baseline parser,基线解析器
406,baseline policy,基线策略
407,baseline system,基线系统
408,baseline test,基准测试
409,baselines,基线
410,basin hopping,盆地跳跃
411,basin of attraction,吸引域
412,basis function,基函数
414,basis vector,基向量
415,batch,批量
416,batch algorithm,批处理算法
417,batch dimension,批次维度
418,batch element,批次元素
419,batch gradient descent,批量梯度下降法
420,batch learning,批量学习
421,batch mode,批量模式
422,batch normalization,批量规范化
423,batch optimization,批量优化
424,batch processing,批处理
425,batch setting,批量设置
426,batch size,批量大小
427,batch training,批量训练
476,beam search,束搜索
477,beam search algorithm,束搜索算法
478,beam search decoding,束搜索解码
479,beam search decoding algorithm,束搜索解码算法
480,beam size,波束大小
481,beam width,束宽
482,beam-scanning,波束扫描
483,behavior cloning,行为克隆
484,behavior policy,行为策略
485,belief network,信念网
486,belief propagation,信念传播
487,belief state,信念状态
494,benchmark,基准
495,benchmark dataset,基准数据集
496,benchmark task,基准任务
510,best separates,最优分离
511,best-arm problem,最优臂问题
512,best-first search,最佳优先搜索
513,best-first search algorithm,最佳优先搜索算法
514,beta distribution,贝塔分布
515,beta1,β1
518,between-class scatter matrix,类间散度矩阵
519,between-class variance,类间方差
520,betweenness,中介中心性
523,bi-directional long-short term memory,双向长短期记忆
524,bi-gram,二元组
525,bi-level optimization,双层优化
526,bi-partition,二分法
527,bias,偏差
528,bias in affine function,偏置
529,bias in statistics,偏差
530,bias mitigation,偏见缓解
531,bias parameter,偏置参数
532,bias shift,偏置偏移
