,word,validated_translation
750,Viterbi decoding,فك تشفير فيتربي
751,Wasserstein distance,مسافة فاسرشتاين
752,Weibull,ويبول
753,Weisfeiler-Lehman test,اختبار وايزفيلر-ليهمان
754,Wiener process,عملية فينر
755,Wikipedia,ويكيبيديا
756,Wilcoxon signed-rank test,اختبار ويلكوكسون ذو الرتبة الموقعة
757,Winograd Schema,مخطط وينوجراد
758,Winograd Schema Challenge,تحدي مخطط وينوجراد
759,Winogrande,وينوغراند
760,Woodbury matrix identity,هوية مصفوفة وودبري
761,Word Mover's Distance,مسافة مُحرك الكلمات
762,Word2Vec,Word2Vec
764,XLM,إكس إل إم
765,XLNet,إكس إل نت
766,Z-score,درجة Z
767,Zipf,زيبف
768,Zipf distribution,توزيع زيـبف
769,Zipf's law,قانون زيبف
770,abductive explanation,الشرح الاستدلالي
771,ablation,دراسة الاجتثاث
772,ablation analysis,تحليل الاجتثاث
773,ablation experiment,تجربة الإزالة
774,abstraction,التجريد
775,abstraction heuristic,ارشادي التجريد
776,abstractive summarization,التلخيص التجريدي
777,accelerated gradient descent,الانحدار التدرجي المتسارع
778,acceptance function,دالة القبول
779,acceptance probability,احتمالية القبول
780,accumulated error,الخطأ المتراكم
33,accuracy,الدقة
781,achieves,يحقق
782,acoustic feature,الميزة الصوتية
783,acoustic model,النموذج الصوتي
784,acquisition function,دالة الاستحواذ
785,action classification,تصنيف الأفعال
786,action embedding,تمثيل الأفعال
787,action recognition,التعرف على الأفعال
788,action sequence,تسلسل الأفعال
789,action set,مجموعة الأفعال
790,action space,فضاء الإجراءات
791,action-value function,دالة قيمة الفعل
792,actionability,قابلية التنفيذ
793,activation,تنشيط
794,activation function,دالة تنشيط
795,activation matrix,مصفوفة التنشيط
796,activation vector,متجه التنشيط
34,active learning,التعلم النشط
797,active learning loop,حلقة التعلم النشط
798,active set,المجموعة النشطة
799,activity detection,كشف النشاط
800,activity recognition,التعرف على النشاط
801,actor,الممثل
802,actor critic algorithm,خوارزمية الممثل-الناقد
803,actor network,شبكة الوكيل
804,actor-critic framework,إطار الفاعل والناقد
805,actor-critic method,طريقة الممثل-الناقد
806,adapter-based fine-tuning,الضبط الدقيق المعتمد على المحول
807,adaptive boosting algorithm,خوارزمية التعزيز التكيفي
808,adaptive thresholding,العتبة التكيفية
809,additive Gaussian noise,الضوضاء الجاوسية الإضافية
810,additive noise,الضوضاء المضافة
811,adjacency,المجاورة
812,adjacency matrix,مصفوفة التجاور
813,advantage function,دالة الميزة
814,advcl,جملة ظرفية
815,adversarial,خصمي
816,adversarial attack,هجوم معادٍ
817,adversarial dataset,مجموعة بيانات خصمية
818,adversarial example,مثال خصومي
819,adversarial filtering,التصفية الخصمية
820,adversarial input,المدخلات العدائية
821,adversarial learning,التعلم العدائي
822,adversarial loss,الخسارة العدائية
823,adversarial machine training,تعلم الآلة العدائي
824,adversarial network,الشبكة العدائية
825,adversarial perturbation,اضطراب عدائي
826,adversarial prompt,موجه عدائي
827,adversarial robustness,الصلابة تجاه الهجمات العدائية
828,adversarial training,التدريب الخصمي
829,adversary,الخصم
830,advmod,معدل ظرفي
831,affine,تحويل أفيني
832,affine subspace,الفضاء الجزئي التآلفي
833,affine transform,تحويل أفيني
834,affine transformation,التحويل الأفيني
835,affinity matrix,مصفوفة التآلف
836,affinity measure,مقياس التآلف
837,agent architecture,بنية الوكيل
838,agent learning,تعلم الوكيل
839,agent policy,سياسة الوكيل
840,agent's policy,سياسة الوكيل
841,agent-based model,نموذج قائم على الوكلاء
842,aggregate function,دالة تجميع
843,aggregation,تجميع
844,aggregation function,دالة التجميع
845,aleatoric uncertainty,عدم اليقين العشوائي
44,algorithm,خوارزمية
847,algorithm class,فئة الخوارزميات
848,algorithm design,تصميم الخوارزميات
849,algorithmic approach,النهج الخوارزمي
850,algorithmic bias,التحيز الخوارزمي
851,algorithmic fairness,العدالة الخوارزمية
852,algorithmic stability,الاستقرار الخوارزمي
853,algorithms,الخوارزميات
854,alias table,جدول الأسماء المستعارة
855,alignment algorithm,خوارزمية المحاذاة
856,alignment model,نموذج المحاذاة
857,alpha compositing,التركيب الألفا
858,alphabet size,حجم الأبجدية
859,alternating least square,أقل المربعات المتناوبة
860,alternating minimization,التقليل بالتناوب
861,ambient space,الفضاء المحيط
862,analysis,تحليل
863,analysis of algorithms,تحليل الخوارزميات
864,anaphora resolution,حل الإحالة
865,anaphoric reference,الإشارة الإحالية
866,ancestral sampling,أخذ العينات الأجدادية
867,anchor,مرساة
868,anchor box,صندوق المرساة
869,annotated,مُعَلَّم
870,annotated corpus,مجموعة بيانات مُعَلَّمَة
871,annotated datum,بيانات مُعَلَّمَة
872,annotation,التعليق
873,annotation artifact,عيب التوسيم
874,annotation projection,إسقاط التوسيم
875,annotations,التعليقات التوضيحية
876,annotator,المُعَلِّق
877,annotator bias,تحيز المُعَلِّق
878,annotators,المُعَلِّقون
879,anomaly detection,اكتشاف الشذوذ
880,anomaly score,درجة الشذوذ
881,answer,إجابة
882,answer set,مجموعة الإجابات
883,answer set solver,حلّال مجموعة الإجابات
884,answer span,نطاق الإجابة
885,answer variable,متغير الإجابة
886,antecedent,الشرط المسبق
887,antithetic sampling,أخذ العينات المضادة
888,anytime algorithm,خوارزمية في أي وقت
889,aperture problem,مشكلة الفتحة
890,appearance model,نموذج المظهر
891,apprenticeship learning,تعلم التلمذة
892,approach,نهج
893,approximate inference,استدلال تقريبي
894,approximate inference algorithm,خوارزمية الاستدلال التقريبي
895,approximate posterior,التوزيع اللاحق التقريبي
896,approximate posterior distribution,التوزيع اللاحق التقريبي
897,approximate similarity search,بحث التشابه التقريبي
898,approximation,تقريب
899,approximation algorithm,خوارزمية التقريب
900,approximation bound,حد التقريب
901,approximation error,خطأ التقريب
902,approximation factor,عامل التقريب
903,approximation guarantee,ضمان التقريب
904,approximation ratio,نسبة التقريب
905,approximator,المقرب
906,arc-factored model,نموذج معتمد على القوس
907,architectural modification,تعديل هيكلي
908,architecture,بنية
909,architecture search,بحث في البنية
910,area under the ROC curve,المساحة تحت منحنى دّقة الأداء
911,arg max,أرج ماكس
912,arg min,الحد الأدنى للوسيطة
913,argument,حجة
914,argument identification,تحديد الحجة
915,argument relation,علاقة الحجة
916,argument structure,بنية المعامل
917,argumentation framework,إطار الحجج
918,arity,"""عدد المتغيرات"" (Number of variables)"
919,artificial agent,الوكيل الاصطناعي
920,artificial general intelligence,ذكاء اصطناعي عام
921,artificial intelligence,ذكاء اصطناعي
922,artificial intelligence markup language,لغة ترميز الذكاء الاصطناعي
923,artificial intelligence system,نظام الذكاء الاصطناعي
924,artificial neural network,شبكة عصبية اصطناعية
925,aspect,جانب
926,assessing,تقييم
927,assignment problem,مشكلة التخصيص
928,association rule,قاعدة الارتباط
929,association rule mining,استخراج قواعد الارتباط
930,asymmetric transformation,التحويل غير المتماثل
931,asymptotic bias,التحيز المقارب
932,asymptotic notation,تدوين مقارب
933,asymptotic variance,التباين المقارب
934,attack success rate,معدل نجاح الهجوم
51,attention,الانتباه
936,attention distribution,توزيع الانتباه
937,attention function,دالة الانتباه
938,attention head,رأس الانتباه
939,attention layer,طبقة الانتباه
940,attention map,خريطة الانتباه
941,attention mask,قناع الانتباه
942,attention matrix,مصفوفة الانتباه
943,attention mechanism,آلية الانتباه
944,attention model,نموذج الانتباه
945,attention module,وحدة الانتباه
946,attention operation,عملية الانتباه
947,attention pattern,نمط الانتباه
948,attention score,درجة الانتباه
949,attention value,قيمة الانتباه
950,attention weight,وزن الانتباه
951,attention-based model,نموذج قائم على الانتباه
952,attribute,خاصية
953,attribution,الإسناد
954,augmentation,زيادة البيانات
955,augmented,مُعزز
956,augmented state space,فضاء الحالة المُعزز
957,auto-regressive language model,نموذج اللغة ذاتي الانحدار
958,auto-regressive model,نموذج الانحدار التلقائي
959,auto-regressive process,نموذج الانحدار التلقائي
960,autocalibration,المعايرة الذاتية
961,autocorrelation,الارتباط الذاتي
962,autodiff,التفاضل التلقائي
52,autoencoder,المشفِّر التلقائي
963,autoencoders,مُرِّمز تلقائي
964,automata,الآلات
965,automated mechanism design,تصميم الآليات المؤتمتة
966,automated reasoning,استدلال مؤتمت
967,automatic,تلقائي
968,automatic differentiation,التفاضل التلقائي
969,automatic evaluation,التقييم التلقائي
970,automatic post-editing,التحرير اللاحق التلقائي
53,automatic speech recognition,التعرف التلقائي على الكلام
971,automatically,تلقائيًا
972,automorphism,التشاكل الذاتي
973,autonomic computing,حوسبة ذاتية
974,autonomous agent,وكيل مستقل
975,autonomous vehicle,مركبة ذاتية القيادة
976,autoregressive decoder,فك الترميز الانحداري الذاتي
977,autoregressive generation,التوليد ذاتي الانحدار
978,auxiliary classifier,المصنف المساعد
979,auxiliary loss,الخسارة المساعدة
980,auxiliary task,المهمة المساعدة
981,auxiliary variable,المتغير المساعد
982,auxillary loss,الخسارة المساعدة
983,average loss,الخسارة المتوسطة
984,averaged perceptron,البيرسبترون المتوسط
985,averaged perceptron algorithm,خوارزمية البرسيبترون المتوسط
986,axis-aligned rectangle,مستطيل محاذٍ للمحاور
987,back-off strategy,استراتيجية التراجع
988,back-propagate,الانتشار العكسي
989,back-propagated gradient,تدرج الانتشار العكسي
990,back-propagation algorithm,خوارزمية الانتشار العكسي
991,back-translation,الترجمة العكسية
992,backbone model,نموذج العمود الفقري
993,backbone network,شبكة العمود الفقري
994,backdoor,ثغرة خلفية
995,backdoor adjustment,تعديل الثغرة الخلفية
996,backdoor attack,هجوم الثغرة الخلفية
997,backdoor sample,عينة الثغرة الخلفية
998,background model,نموذج الخلفية
999,background subtraction,طرح الخلفية
1000,backoff model,نموذج التراجع
1001,backpointer,المؤشر الخلفي
1002,backprojection,الإسقاط الخلفي
1003,backprop,الانتشار العكسي
