Index,English,French
710,Pointwise Mutual Information,Information Mutuelle Point à Point
711,Poisson binomial distribution,distribution binomiale de Poisson
712,Poisson distribution,distribution de Poisson
713,Poisson matting,matting de Poisson
714,Poisson model,modèle de Poisson
715,Poisson point process,processus ponctuel de Poisson
716,Poisson process,processus de Poisson
717,Poisson random variable,variable aléatoire de Poisson
718,Poisson rate,taux de Poisson
719,Poisson regression,régression de Poisson
720,Poisson sampling,échantillonnage de Poisson
721,Potts model,modèle de Potts
722,Prim's algorithm,algorithme de Prim
723,Prolog,Prolog
724,Prop-Bank,Prop-Bank
725,Proposition,Proposition
726,Proximal Policy Optimization,algorithme PPO
727,PubMed,PubMed
728,Py-Torch,PyTorch
729,PyTorch,PyTorch
730,Q function,fonction Q
731,Q value,valeur Q
732,Q-learning,apprentissage par fonction Q
733,Q-network,réseau Q
734,QA,QA
735,QED,QED
736,QR code,code QR
737,QR decomposition,décomposition QR
738,QR factorization,factorisation QR
739,QUOREF,QUOREF
740,Quality Estimation,Estimation de la qualité
741,Query expansion,expansion de requête
742,Question Answering,question-réponse
743,R-Precision,R-Précision
744,REALM,REALM
745,RFID,identification par radiofréquence
746,RGF,RGF
747,RIPPER algorithm,algorithme RIPPER
748,RMSProp,RMSProp
749,RNSum,RNSum
750,ROC curve,courbe caractéristique de la performance d'un test
751,ROUGE,ROUGE
752,RSA,RSA
753,Rabin-Karp algorithm,algorithme de Rabin-Karp
754,Rademacher average,moyenne de Rademacher
755,Rademacher complexity,complexité de Rademacher
756,Radon-Nikodym derivative,dérivée de Radon-Nikodym
757,Rand similarity coefficient,coefficient de similarité de Rand
758,Random Forest classifier,classificateur de forêt aléatoire
759,RankBoost,algorithme RankBoost
760,Rao-Blackwellization,Rao-Blackwellisation
761,ReLU,redresseur demi-onde
762,Reading Comprehension,Compréhension de lecture
763,Receiver Operating Characteristic Curve,Courbe caractéristique de fonctionnement du récepteur
764,Recognizing Textual Entailment,Reconnaissance de l'implication textuelle
765,Recurrent layer,Couche récurrente
766,Reformer,Reformer
767,Regressor,Régressor
768,ResNeXt,ResNeXt
769,ResNet,réseau neuronal résiduel
770,RetNet,RetNet
771,Rete algorithm,algorithme Rete
772,Retrieval-Augmented Generation,Génération Augmentée par Récupération
773,Rhetorical Structure Theory,Théorie de la Structure Rhétorique
774,Riemannian geometry,géométrie riemannienne
775,Riemannian gradient,gradient riemannien
776,Riemannian manifold,variété riemannienne
777,Robertson-Webb model,modèle de Robertson-Webb
778,Routing Transformer,Transformer de routage
779,Rprop,Rprop
780,Runge-Kutta,Runge-Kutta
781,Runge-Kutta method,méthode de Runge-Kutta
782,Rényi entropy,entropie de Rényi
783,S node,nœud S
784,S-expression,expression s
785,SARSA,SARSA
786,SHAP analysis,analyse SHAP
787,SHAP library,bibliothèque SHAP
788,SLD resolution,SLD-résolution
789,SMCalFlow,SMCalFlow
790,SPARQL,SPARQL
791,STING clustering,algorithme de regroupement STING
792,STRIPS,STRIPS
793,SUTD,SUTD
794,SVAMP,SVAMP
795,Sammon mapping,cartographie de Sammon
796,Scheffé's method,méthode de Scheffé
797,Schur complement,complément de Schur
798,Schuster periodogram,périodogramme de Schuster
799,Scikit-learn,scikit-learn
800,Self-supervised learning,apprentissage autosupervisé
801,Semantic Scholar,Semantic Scholar
802,Semantic Web,web sémantique
803,Sentence-Piece,Sentence-Piece
804,Seq2Seq,Seq2Seq
805,Set Cover,Couverture d'ensemble
806,Shannon entropy,entropie de Shannon
807,Shapley additive explanations,explications additives de Shapley
808,Shapley value,valeur de Shapley
809,Shapley values,valeurs de Shapley
810,Sherman-Morrison formula,formule de Sherman-Morrison
811,Sherman-Morrison-Woodbury formula,formule de Sherman-Morrison-Woodbury
812,Siamese architecture,architecture siamoise
813,Siamese network,réseau siamois
814,Simpson's paradox,effet de Yule-Simpson
815,Sinkhorn algorithm,algorithme de Sinkhorn
816,Skolem function,fonction de Skolem
817,Sobel operator,algorithme de Sobel
818,Softmax layer,couche Softmax
819,Sparse Transformer,Sparse Transformer
820,Sparse reconstruction,Reconstruction éparse
821,Sparsemax,Sparsemax
822,Spearman correlation,Corrélation de Spearman
823,Spearman rank correlation,corrélation de rang de Spearman
824,Spearman's correlation,corrélation de Spearman
825,Spearman's correlation coefficient,coefficient de corrélation de Spearman
826,Spearman's rank correlation coefficient,coefficient de corrélation des rangs de Spearman
827,Squared Exponential kernel,noyau exponentiel au carré
828,Stanford Parser,Stanford Parser
829,Stanford Question Answering Dataset,Stanford Question Answering Dataset
830,Stanford Sentiment Treebank,Stanford Sentiment Treebank
831,Stanford dependency,dépendance Stanford
832,Stanford dependency framework,cadre de dépendance Stanford
833,Stanford dependency parser,analyseur de dépendances de Stanford
834,State-of-the-art,à la pointe de la technologie
835,Statistical Machine Translation,Traduction Automatique Statistique
836,Stein's paradox,paradoxe de Stein
837,Stein-Chen method,méthode de Stein-Chen
838,Story Cloze Test,Test de cloze d'histoires
839,Strassen algorithm,algorithme de Strassen
840,Structure from motion,Structure à partir du mouvement
841,Student's t-test,test de Student
842,Subgraph,Sous-graphe
843,Submodularity,Sous-modularité
844,Swin transformer,transformateur Swin
845,Swin-S,Swin-S
846,T5 model,modèle T5
847,T5-11B,T5-11B
848,T5-11B model,modèle T5-11B
849,T5-Large,T5-Large
850,T5-base,T5-base
851,T5-base model,modèle T5-base
852,T5-large model,modèle T5-large
853,Tacotron2,Tacotron2
854,Tanh,Tanh
855,Taylor approximation,approximation de Taylor
856,TensorBoard,tableau de bord TensorFlow
857,TensorFlow,TensorFlow
858,TensorFlow playground,TensorFlow playground
859,TensorFlow serving,serveur TensorFlow
860,Text Classification,Classification de texte
861,Text Summarization,Résumé de texte
862,Text-to-Text Transfer Transformer,Transformateur de transfert texte-à-texte
863,Theano,Theano
864,Thompson sampling,échantillonnage de Thompson
865,TinyML,AA minuscule
866,Toeplitz matrix,matrice de Toeplitz
867,Topic Detection and Tracking,Détection et Suivi de Thèmes
868,Transformer architecture,modèle autoattentif
869,Transformer block,bloc Transformer
870,Transformer decoder,décodeur Transformer
871,Transformer encoder,encodeur Transformer
872,Transformer-based language model,modèle de langage basé sur Transformer
873,Transformer-based model,modèle basé sur Transformer
874,Transformer-like,similaire aux transformeurs
875,Traveling Salesman Problem,Problème du voyageur de commerce
876,TreeDST,TreeDST
877,Triggering Model,Modèle de déclenchement
878,Tucker decomposition,décomposition de Tucker
879,Tukey's honest significance test,Test différence significative honnête de Tukey
880,Tukey's range test,méthode de Tukey
881,Turing machine,machine de Turing
882,Turing reduction,réduction de Turing
883,Turing test,test de Turing
884,U-Net,U-Net
885,U-statistic,U-statistique
886,Universal dependency,dépendance universelle
887,Upper Confidence Bound,borne supérieure de confiance
888,VALSE,VALSE
889,VC dimension,dimension de Vapnik-Chervonenkis
890,VFL,VFL
891,VGG-16,VGG-16
892,Vandermonde matrix,matrice de Vandermonde
893,Vertex Cover,Couverture de sommets
894,ViLBERT,ViLBERT
895,Viola & Jones method,méthode de Viola et Jones
896,Vision Transformer,réseau autoattentif pour la vision
897,Visual Question Answering,Réponse à des questions visuelles
898,VisualBERT,VisualBERT
899,Viterbi,Viterbi
900,Viterbi algorithm,algorithme de Viterbi
901,Viterbi decoding,décodage de Viterbi
902,Voronoi diagram,diagramme de Voronoï
903,Wagner–Fischer algorithm,algorithme de Wagner-Fischer
904,Waltz algorithm,algorithme de Waltz
905,Wasserstein distance,distance de Wasserstein
906,Weibull,Weibull
907,Weibull distribution,loi de Weibull
908,Weisfeiler-Lehman test,test de Weisfeiler-Lehman
909,Weka,Weka
910,Wiener process,processus de Wiener
911,Wilcoxon rank sum test,test de la somme des rangs de Wilcoxon
912,Wilcoxon signed-rank test,test des rangs signés de Wilcoxon
913,Winograd Schema,schéma de Winograd
914,Winograd Schema Challenge,défi du schéma de Winograd
915,Winogrande,Winogrande
916,Wizard of Oz experiment,expérience du Magicien d'Oz
917,Wizard of Oz method,méthode du magicien d'Oz
918,Woodbury matrix identity,identité de Woodbury
919,Word Mover's Distance,Distance de déplacement des mots
920,Word2Vec,mot-à-vecteur
921,XLM,XLM
922,XLNet,XLNet
923,XNOR gate,porte XNOR
924,Xavier initialization,initialisation de Xavier
925,YOLO,YOLO
926,Z-score,Z-score
927,Zipf,Zipf
928,Zipf distribution,distribution de Zipf
929,Zipf's law,loi de Zipf
930,abductive explanation,explication abductive
931,abductive logic programming,programmation logique abductive
932,abductive reasoning,abduction
933,ablation,ablation
934,ablation analysis,analyse d'ablation
935,ablation experiment,expérience d'ablation
936,abstract data type,type abstrait
937,abstraction,abstraction
938,abstraction and reasoning corpus,corpus d'Abstraction et de Raisonnement
939,abstraction heuristic,heuristique d'abstraction
940,abstraction predicate,prédicat d'abstraction
941,abstractive summarization,résumé abstrait
942,accelerated gradient descent,descente de gradient accélérée
943,acceptance function,fonction d'acceptation
944,acceptance probability,probabilité d'acceptation
945,acceptance region,intervalle d'acceptation
946,acceptance sampling,échantillonnage pour acceptation
947,accumulated error,erreur accumulée
948,accuracy,exactitude
949,acoustic feature,caractéristique acoustique
950,acoustic model,modèle acoustique
951,acquisition function,fonction d'acquisition
952,action classification,classification d'action
953,action embedding,embedding d'action
954,action learning,apprentissage par l'action
955,action model learning,apprentissage du modèle d'action
956,action recognition,reconnaissance d'action
957,action sequence,séquence d'action
958,action set,ensemble d'actions
959,action space,espace d'action
960,action-value function,fonction de valeur d'action
961,actionability,actionnabilité
962,activate,activation
963,activation,activation
964,activation function,fonction d'activation
965,activation level,niveau d'activation
966,activation matrix,matrice d'activation
967,activation vector,vecteur d'activation
968,active learning,apprentissage actif
969,active learning loop,boucle d'apprentissage actif
970,active set,ensemble actif
971,activity detection,détection d'activité
972,activity recognition,reconnaissance d'activité
973,actor,acteur
974,actor critic algorithm,algorithme acteur-critique
975,actor network,réseau acteur
976,actor-based programming,programmation par acteurs
977,actor-critic framework,cadre acteur-critique
978,actor-critic method,méthode acteur-critique
979,actuator,actionneur
980,acyclic graph,graphe acyclique
981,adadelta,adadelta
982,adapter-based fine-tuning,ajustement basé sur des adaptateurs
983,adaptive AI,IA adaptative
984,adaptive algorithm,algorithme adaptatif
985,adaptive artificial intelligence,intelligence artificielle adaptative
986,adaptive boosting algorithm,algorithme de boosting adaptatif
987,adaptive gradient,gradient adaptatif
988,adaptive learning environment,environnement d’apprentissage adaptatif
989,adaptive system,système adaptatif
990,adaptive thresholding,seuillage adaptatif
991,additive Gaussian noise,bruit gaussien additif
992,additive noise,bruit additif
993,adjacency,adjacence
994,adjacency matrix,matrice d'adjacence
995,adjusted R-squared,R carré ajusté
996,adjusted mean,moyenne corrigée
997,admissible decision rule,règle de décision admissible
998,admissible heuristic,heuristique admissible
999,advantage function,fonction d'avantage
1000,advcl,advcl
1001,adversarial attack,attaque adverse
1002,adversarial dataset,ensemble de données adversarial
1003,adversarial example,exemple adversarial
1004,adversarial filtering,filtrage adversarial
1005,adversarial input,entrée adversariale
1006,adversarial learning,apprentissage adversarial
1007,adversarial loss,perte adversariale
1008,adversarial machine learning,apprentissage antagoniste
1009,adversarial network,réseau adversarial
1010,adversarial perturbation,perturbation adversariale
1011,adversarial prompt,prompt adversarial
1012,adversarial robustness,robustesse adversariale
1013,adversarial training,entraînement contradictoire
1014,adversary,adversaire
1015,advmod,advmod
1016,affective computing,informatique affective
1017,affective conversational interface,interface conversationnelle affective
1018,affine,affine
1019,affine subspace,sous-espace affine
1020,affine transform,transformation affine
1021,affine transformation,transformation affine
1022,affinity matrix,matrice d'affinité
1023,affinity measure,mesure d'affinité
1024,agent,agent
1025,agent architecture,architecture d'agents
1026,agent learning,apprentissage d'agent
1027,agent policy,politique d'agent
1028,agent's policy,politique de l'agent
1029,agent-based model,modèle basé sur les agents
1030,agentic AI,IA agentique
1031,aggregate data,donnée agrégée
1032,aggregate function,fonction agrégée
1033,aggregation,agrégation
1034,aggregation function,fonction d'agrégation
1035,aleatoric uncertainty,incertitude aléatoire
1036,algebraic simplification,simplification algébrique
1037,algorithm class,classe d'algorithmes
1038,algorithm design,conception d'algorithmes
1039,algorithmic approach,approche algorithmique
1040,algorithmic auditing,audit algorithmique
1041,algorithmic bias,biais algorithmique
1042,algorithmic decision-making,décision algorithmique
1043,algorithmic fairness,équité algorithmique
1044,algorithmic learning theory,théorie de l'apprentissage algorithmique
1045,algorithmic probability,probabilité algorithmique
1046,algorithmic reasoning,algorithmique
1047,algorithmic stability,stabilité algorithmique
1048,algorithms of pattern extraction,ALOPEX
1049,alias table,table d'alias
1050,alignment algorithm,algorithme d'alignement
1051,alignment model,modèle d'alignement
1052,alpha compositing,composition alpha
1053,alphabet size,taille de l'alphabet
1054,alternating direction method of multipliers,algorithme des directions alternées
1055,alternating least square,moindres carrés alternés
1056,alternating minimization,minimisation alternée
1057,alternative hypothesis,alternative
1058,ambient intelligence,intelligence ambiante
1059,ambient space,espace ambiant
1060,ambiguity,ambiguïté
1061,analogical reasoning,raisonnement analogique
1062,analogy-based learning,apprentissage analogique
1063,analysis of algorithms,analyse des algorithmes
1064,anaphor,anaphore
1065,anaphora resolution,résolution d'anaphore
1066,anaphoric reference,référence anaphorique
1067,ancestral sampling,échantillonnage ancestral
1068,anchor,ancre
1069,anchor box,boîte d'ancrage
1070,animat,animat
1071,animat approach,approche animat
1072,annealed importance sampling,échantillonnage d’importance par recuit
1073,annotated corpus,corpus annoté
1074,annotated datum,donnée annotée
1075,annotation artifact,artefact d'annotation
1076,annotation projection,projection d'annotation
1077,annotator,annotateur
1078,annotator bias,biais de l'annotateur
1079,anomaly,anomalie
1080,anomaly detection,détection d'anomalies
1081,anomaly score,score d'anomalie
1082,anonymization,anonymisation
1083,answer set,ensemble de réponses
1084,answer set solver,solveur d'ensemble de réponses
1085,answer span,segment de réponse
1086,answer variable,variable de réponse
1087,ant colony optimization,algorithme de colonies de fourmis
1088,ante-dependence covariance structure,structure de covariance ante-dépendance
1089,antecedent,antécédent
1090,anthropomorphic virtual character,personnage virtuel anthropomorphique
1091,anthropomorphism in AI,anthropomorphisme
1092,anti-monotone constraint,contrainte anti-monotone
1093,antithetic sampling,échantillonnage antithétique
1094,anytime algorithm,algorithme à tout moment
1095,aperture problem,problème d'ouverture
1096,appearance model,modèle d'apparence
1097,application programming interface,interface de programmation applicative
